Name,Ticker,Weight,Country,Sector
Cash,None,30.0,None,None
Bonds,None,5.0,None,None
MPW,MPW,4.35243,U.S.,Reits
Mutual Fund,None,3.0,None,None
Alibaba,Alibaba,1.76211,China,eCommerce
Apple Inc.,None,1.4982327,None,None
Microsoft Corp.,None,1.3396401,None,None
Alphabet A,GOOGL,1.3348049999999998,U.S.,Technology
Dropbox,Dropbox,1.32159,U.S.,Technology
Beyond Meat,Beyond Meat,1.268715,U.S.,Consumer
APPLE INC,AAPL,1.2636,United States,Information Technology
Coca-Cola,KO,1.1497799999999998,U.S.,Consumer
Amazon.com Inc.,None,1.1491326000000002,None,None
Alphabet C,GOOG,1.07049,U.S.,Technology
Xpeng,Xpeng,1.01322,Germany,Finance
MICROSOFT CORP,MSFT,1.0017000000000003,United States,Information Technology
Bitcoin,None,1.0,None,None
Gold,None,1.0,None,None
AMAZON COM INC,AMZN,0.9882000000000002,United States,Consumer Discretionary
Alibaba Group Holding Ltd. Sponsored ADR,None,0.7387047900000001,China,Consumer Discretionary
Virgin Galactic,Virgin Galactic,0.660795,U.S.,Technology
Tesla,Tesla,0.634365,U.S.,Technology
Tencent Holdings Ltd.,None,0.5665901400000001,China,Communication Services
Facebook Inc. Class A,None,0.5268879000000001,None,None
Taiwan Semiconductor Manufacturing Co. Ltd.,None,0.51171336,Taiwan,Information Technology
FACEBOOK CLASS A INC,FB,0.41130000000000005,United States,Communication
Alphabet Inc. Class A,None,0.38256029999999996,None,None
Alphabet Inc. Class C,None,0.37968120000000005,None,None
Samsung Electronics Co. Ltd.,None,0.35299512000000005,None,None
Johnson & Johnson,None,0.331668,None,None
ALPHABET INC CLASS A,GOOGL,0.3267,United States,Communication
ALPHABET INC CLASS C,GOOG,0.3204,United States,Communication
Berkshire Hathaway Inc. Class B,None,0.3161763,None,None
TESLA INC,TSLA,0.3087000000000001,United States,Consumer Discretionary
Procter & Gamble Co.,None,0.2797272,None,None
Visa Inc. Class A,None,0.2779506,None,None
JPMorgan Chase & Co.,None,0.2543382,None,None
UnitedHealth Group Inc.,None,0.24777090000000002,None,None
Home Depot Inc.,None,0.24681329999999999,None,None
Mastercard Inc. Class A,None,0.23534550000000004,None,None
NVIDIA CORP,NVDA,0.2313,United States,Information Technology
NVIDIA Corp.,None,0.22346370000000002,None,None
Apple,APPL,0.22025999999999998,U.S.,Technology
Intel,Intel,0.21145499999999998,U.S.,Chips
Verizon Communications Inc.,None,0.2052459,None,None
PayPal Holdings Inc.,None,0.1988451,None,None
Adobe Inc.,None,0.1848186,None,None
Pfizer Inc.,None,0.18463770000000002,None,None
Netflix Inc.,None,0.1844028,None,None
ADOBE INC,ADBE,0.1827,United States,Information Technology
AT&T Inc.,None,0.1825524,None,None
Walt Disney Co.,None,0.1825272,None,None
PAYPAL HOLDINGS INC,PYPL,0.1782,United States,Information Technology
Meituan Dianping Class B,None,0.17806112999999998,China,Consumer Discretionary
Merck & Co. Inc.,None,0.17545590000000003,None,None
Intel Corp.,None,0.17481510000000003,None,None
Cisco Systems Inc.,None,0.1725462,None,None
NETFLIX INC,NFLX,0.1719,United States,Communication
Comcast Corp. Class A,None,0.16813440000000002,None,None
Bank of America Corp.,None,0.1677951,None,None
PepsiCo Inc.,None,0.1649277,None,None
Coca-Cola Co.,None,0.1576566,None,None
Walmart Inc.,None,0.15751350000000003,None,None
INTEL CORPORATION CORP,INTC,0.1557,United States,Information Technology
Exxon Mobil Corp.,None,0.1538505,None,None
Abbott Laboratories,None,0.1529163,None,None
COMCAST CORP CLASS A,CMCSA,0.1512,United States,Communication
salesforce.com Inc.,None,0.1503351,None,None
AbbVie Inc.,None,0.1444041,None,None
PEPSICO INC,PEP,0.14220000000000002,United States,Consumer Staples
Thermo Fisher Scientific Inc.,None,0.1415313,None,None
Chevron Corp.,None,0.13571550000000002,None,None
CISCO SYSTEMS INC,CSCO,0.13320000000000004,United States,Information Technology
McDonald's Corp.,None,0.12503340000000002,None,None
Amgen Inc.,None,0.12461040000000001,None,None
Costco Wholesale Corp.,None,0.1239687,None,None
Accenture plc Class A,None,0.12340350000000001,None,None
Naspers Limited Class N,None,0.12052026,South Africa,Consumer Discretionary
NextEra Energy Inc.,None,0.1186884,None,None
Bristol-Myers Squibb Co.,None,0.1149876,None,None
COSTCO WHOLESALE CORP,COST,0.1134,United States,Consumer Staples
Reliance Industries Limited,None,0.11277054,India,Energy
Medtronic plc,None,0.1116873,None,None
Linde plc,None,0.11162160000000002,None,None
AMGEN INC,AMGN,0.1107,United States,Health Care
Danaher Corp.,None,0.1104264,None,None
Eli Lilly and Co.,None,0.10923840000000001,None,None
Broadcom Inc.,None,0.1086678,None,None
T MOBILE US INC,TMUS,0.1062,United States,Communication
NIKE Inc. Class B,None,0.10394550000000001,None,None
Philip Morris International Inc.,None,0.10332090000000002,None,None
QUALCOMM Inc.,None,0.1028358,None,None
Union Pacific Corp.,None,0.1017738,None,None
Texas Instruments Inc.,None,0.10140930000000002,None,None
BROADCOM INC,AVGO,0.10080000000000003,United States,Information Technology
American Tower Corp.,None,0.10003410000000001,None,None
Oracle Corp.,None,0.0987948,None,None
Lowe's Cos. Inc.,None,0.0972621,None,None
QUALCOMM INC,QCOM,0.0972,United States,Information Technology
China Construction Bank Corporation Class H,None,0.09695268000000001,China,Financials
TEXAS INSTRUMENT INC,TXN,0.09630000000000002,United States,Information Technology
CHARTER COMMUNICATIONS INC CLASS A,CHTR,0.09450000000000001,United States,Communication
International Business Machines Corp.,None,0.09417600000000002,None,None
JD.com Inc. Sponsored ADR Class A,None,0.09323279999999999,China,Consumer Discretionary
Honeywell International Inc.,None,0.09091260000000001,None,None
Citigroup Inc.,None,0.09014670000000001,None,None
Ping An Insurance (Group) Company of China Ltd. Class H,None,0.08965727999999999,China,Financials
United Parcel Service Inc. Class B,None,0.0866988,None,None
Lockheed Martin Corp.,None,0.08087130000000001,None,None
Wells Fargo & Co.,None,0.07850970000000002,None,None
Advanced Micro Devices Inc.,None,0.0782307,None,None
Fidelity National Information Services Inc.,None,0.0779283,None,None
Starbucks Corp.,None,0.07742700000000001,None,None
BlackRock Inc.,None,0.07563150000000002,None,None
Charter Communications Inc. Class A,None,0.0756261,None,None
Gilead Sciences Inc.,None,0.0754731,None,None
3M Co.,None,0.07423740000000001,None,None
Boeing Co.,None,0.07315650000000001,None,None
S&P Global Inc.,None,0.07306739999999999,None,None
ADVANCED MICRO DEVICES INC,AMD,0.07290000000000002,United States,Information Technology
STARBUCKS CORP,SBUX,0.07290000000000002,United States,Consumer Discretionary
ServiceNow Inc.,None,0.07232580000000001,None,None
Raytheon Technologies Corp.,None,0.0714375,None,None
CVS Health Corp.,None,0.0709956,None,None
Becton Dickinson and Co.,None,0.0702342,None,None
Intuitive Surgical Inc.,None,0.06881310000000002,None,None
Nestle SA,None,0.0684783,None,None
Intuit Inc.,None,0.06841259999999999,None,None
Mondelez International Inc. Class A,None,0.0683838,None,None
Prologis Inc.,None,0.06724710000000002,None,None
INTUIT INC,INTU,0.06660000000000002,United States,Information Technology
Altria Group Inc.,None,0.0660888,None,None
Infosys Limited,None,0.06428025000000001,India,Information Technology
China Mobile Limited,None,0.06405048,China,Communication Services
Caterpillar Inc.,None,0.06231600000000001,None,None
Zoetis Inc.,None,0.06213330000000001,None,None
MONDELEZ INTERNATIONAL INC CLASS A,MDLZ,0.061200000000000004,United States,Consumer Staples
GILEAD SCIENCES INC,GILD,0.061200000000000004,United States,Health Care
INTUITIVE SURGICAL INC,ISRG,0.061200000000000004,United States,Health Care
Vertex Pharmaceuticals Inc.,None,0.060893100000000006,None,None
Crown Castle International Corp.,None,0.060011100000000005,None,None
Equinix Inc.,None,0.060006600000000014,None,None
Anthem Inc.,None,0.0596754,None,None
Booking Holdings Inc.,None,0.058978800000000005,None,None
Dominion Energy Inc.,None,0.058795200000000006,None,None
NetEase Inc. Sponsored ADR,None,0.05796999,China,Communication Services
BOOKING HOLDINGS INC,BKNG,0.0576,United States,Consumer Discretionary
Housing Development Finance Corporation Limited,None,0.05735502,India,Financials
Colgate-Palmolive Co.,None,0.056817900000000005,None,None
Vale S.A.,None,0.05569497000000001,Brazil,Materials
Cigna Corp.,None,0.055021499999999994,None,None
JD.COM ADR REPRESENTING INC,JD,0.054900000000000004,China,Consumer Discretionary
Activision Blizzard Inc.,None,0.05483700000000002,None,None
Stryker Corp.,None,0.054727200000000004,None,None
Regeneron Pharmaceuticals Inc.,None,0.054546300000000006,None,None
Target Corp.,None,0.05449140000000001,None,None
Air Products & Chemicals Inc.,None,0.0544842,None,None
NAVER Corp.,None,0.05433228000000001,None,None
Goldman Sachs Group Inc.,None,0.05404050000000001,None,None
TJX Cos. Inc.,None,0.05395500000000001,None,None
Duke Energy Corp.,None,0.053726399999999994,None,None
T-Mobile US Inc.,None,0.053321400000000005,None,None
American Express Co.,None,0.053234100000000006,None,None
SK hynix Inc,None,0.052631279999999996,South Korea,Information Technology
VERTEX PHARMACEUTICALS INC,VRTX,0.0522,United States,Health Care
CME Group Inc.,None,0.051280200000000005,None,None
Applied Materials Inc.,None,0.05105070000000001,None,None
Marsh & McLennan Cos. Inc.,None,0.05102280000000001,None,None
Southern Co.,None,0.0498276,None,None
Chubb Ltd.,None,0.04953780000000001,None,None
FISERV INC,FISV,0.0495,United States,Information Technology
Morgan Stanley,None,0.049447800000000014,None,None
Automatic Data Processing Inc.,None,0.04937310000000001,None,None
Industrial and Commercial Bank of China Limited Class H,None,0.04907043,China,Financials
Fiserv Inc.,None,0.048702600000000006,None,None
Illumina Inc.,None,0.0484821,None,None
Samsung Electronics Co Ltd Pfd  Non-Voting,None,0.04835394000000001,South Korea,Information Technology
Roche Holding AG,None,0.0483525,None,None
Newmont Corp.,None,0.048165299999999994,None,None
Baidu Inc. Sponsored ADR Class A,None,0.048077909999999995,China,Communication Services
Micron Technology Inc.,None,0.04804020000000001,None,None
Deere & Co.,None,0.047759399999999994,None,None
ACTIVISION BLIZZARD INC,ATVI,0.0477,United States,Communication
Hon Hai Precision Industry Co. Ltd.,None,0.04748175,Taiwan,Information Technology
CSX Corp.,None,0.04731930000000001,None,None
Boston Scientific Corp.,None,0.0472365,None,None
Lam Research Corp.,None,0.04719420000000001,None,None
Illinois Tool Works Inc.,None,0.047187900000000005,None,None
Global Payments Inc.,None,0.0459666,None,None
Sberbank Russia PJSC,None,0.045914130000000004,Russia,Financials
REGENERON PHARMACEUTICALS INC,REGN,0.0459,United States,Health Care
Intercontinental Exchange Inc.,None,0.045792,None,None
General Electric Co.,None,0.045792,None,None
Sherwin-Williams Co.,None,0.04555260000000001,None,None
Progressive Corp.,None,0.0455256,None,None
AUTOMATIC DATA PROCESSING INC,ADP,0.045000000000000005,United States,Information Technology
Humana Inc.,None,0.0448263,None,None
Autodesk Inc.,None,0.04479570000000001,None,None
Kimberly-Clark Corp.,None,0.0447516,None,None
LG Chem Ltd.,None,0.044714609999999995,None,None
MERCADOLIBRE INC,MELI,0.0441,United States,Consumer Discretionary
Northrop Grumman Corp.,None,0.043846199999999995,None,None
US Bancorp,None,0.043548300000000005,None,None
Truist Financial Corp.,None,0.043442100000000004,None,None
CSX CORP,CSX,0.043199999999999995,United States,Industrials
Norfolk Southern Corp.,None,0.0425871,None,None
Tesla Inc.,None,0.0423315,None,None
APPLIED MATERIAL INC,AMAT,0.04229999999999999,United States,Information Technology
Edwards Lifesciences Corp.,None,0.042057000000000004,None,None
Xiaomi Corp. Class B,None,0.04158198,China,Information Technology
Oil company LUKOIL PJSC,None,0.04157343,Russia,Energy
Dollar General Corp.,None,0.0414882,None,None
TAL Education Group Sponsored ADR Class A,None,0.04137921,China,Consumer Discretionary
Aon plc Class A,None,0.041048100000000004,None,None
Tata Consultancy Services Limited,None,0.04081914,India,Information Technology
Celltrion Inc.,None,0.040704840000000006,None,None
MediaTek Inc,None,0.040325309999999996,Taiwan,Information Technology
Ecolab Inc.,None,0.03994470000000001,None,None
AUTODESK INC,ADSK,0.03960000000000001,United States,Information Technology
Moody's Corp.,None,0.0393309,None,None
PNC Financial Services Group Inc.,None,0.0391392,None,None
Biogen Inc.,None,0.038896200000000006,None,None
Roper Technologies Inc.,None,0.038807100000000004,None,None
Bank of China Limited Class H,None,0.03877785,China,Financials
ILLUMINA INC,ILMN,0.038700000000000005,United States,Health Care
Estee Lauder Cos. Inc. Class A,None,0.038217600000000004,None,None
Baxter International Inc.,None,0.0379287,None,None
Waste Management Inc.,None,0.0374562,None,None
Gazprom PJSC,None,0.03737907,Russia,Energy
Digital Realty Trust Inc.,None,0.03725730000000001,None,None
American Electric Power Co. Inc.,None,0.037241100000000006,None,None
LAM RESEARCH CORP,LRCX,0.0369,United States,Information Technology
MICRON TECHNOLOGY INC,MU,0.0369,United States,Information Technology
Analog Devices Inc.,None,0.036276300000000004,None,None
ZOOM VIDEO COMMUNICATIONS INC CLAS,ZM,0.036000000000000004,United States,Information Technology
Novartis AG,None,0.0357444,None,None
Hindustan Unilever Limited,None,0.03561984000000001,India,Consumer Staples
SAP SE,None,0.03552570000000001,None,None
Electronic Arts Inc.,None,0.03543210000000001,None,None
ConocoPhillips,None,0.034903800000000006,None,None
DexCom Inc.,None,0.034776,None,None
FedEx Corp.,None,0.034767,None,None
Qatar National Bank QPSC,None,0.034467120000000004,Qatar,Financials
LULULEMON ATHLETICA INC,LULU,0.0342,United States,Consumer Discretionary
BIOGEN INC,BIIB,0.0342,United States,Health Care
DuPont de Nemours Inc.,None,0.0339588,None,None
PT Bank Central Asia Tbk,None,0.03334761,Indonesia,Financials
B3 SA - Brasil Bolsa Balcao,None,0.033338070000000004,Brazil,Financials
General Mills Inc.,None,0.0331614,None,None
ICICI Bank Limited,None,0.03295341,India,Financials
Charles Schwab Corp.,None,0.0328824,None,None
Centene Corp.,None,0.0326142,None,None
Samsung SDI Co. Ltd,None,0.03257037000000001,South Korea,Information Technology
Exelon Corp.,None,0.0324432,None,None
Wuxi Biologics (Cayman) Inc.,None,0.03243681,China,Health Care
MONSTER BEVERAGE CORP,MNST,0.0324,United States,Consumer Staples
ANALOG DEVICES INC,ADI,0.0324,United States,Information Technology
Eaton Corp. plc,None,0.0322929,None,None
Emerson Electric Co.,None,0.0320985,None,None
Cognizant Technology Solutions Corp. Class A,None,0.0320391,None,None
eBay Inc.,None,0.0317259,None,None
L3Harris Technologies Inc.,None,0.031620600000000006,None,None
Al Rajhi Bank,None,0.03158307,Saudi Arabia,Financials
KRAFT HEINZ,KHC,0.0315,United States,Consumer Staples
Sempra Energy,None,0.031421700000000004,None,None
Xcel Energy Inc.,None,0.0314163,None,None
ELECTRONIC ARTS INC,EA,0.030600000000000002,United States,Communication
O'Reilly Automotive Inc.,None,0.030582000000000005,None,None
Yum China Holdings Inc.,None,0.030320730000000004,None,None
America Movil SAB de CV Class L,None,0.03028689,Mexico,Communication Services
General Dynamics Corp.,None,0.030214800000000007,None,None
Hyundai Motor Company,None,0.030103200000000007,South Korea,Consumer Discretionary
Itau Unibanco Holding SA Pfd,None,0.0300681,Brazil,Financials
New Oriental Education & Technology Group Inc. Sponsored ADR,None,0.030063329999999996,China,Consumer Discretionary
SBA Communications Corp. Class A,None,0.0300384,None,None
Kakao Corp.,None,0.029886750000000004,None,None
DEXCOM INC,DXCM,0.0297,United States,Health Care
EBAY INC,EBAY,0.0297,United States,Consumer Discretionary
Cnooc Limited,None,0.029491920000000005,China,Energy
AstraZeneca plc,None,0.029374200000000003,None,None
IDEXX Laboratories Inc.,None,0.029255400000000004,None,None
Pinduoduo Inc. Sponsored ADR Class A,None,0.029204820000000006,China,Consumer Discretionary
Toyota Motor Corp.,None,0.0288837,None,None
HCA Healthcare Inc.,None,0.028841400000000003,None,None
DOCUSIGN INC,DOCU,0.0288,United States,Information Technology
ASML Holding NV,None,0.028234800000000004,None,None
WORKDAY INC CLASS A,WDAY,0.0279,United States,Information Technology
NETEASE ADR INC,NTES,0.0279,China,Communication
COGNIZANT TECHNOLOGY SOLUTIONS COR,CTSH,0.0279,United States,Information Technology
Saudi Basic Industries Corp.,None,0.027715230000000007,Saudi Arabia,Materials
IHS Markit Ltd.,None,0.0277083,None,None
China Life Insurance Co. Ltd. Class H,None,0.027695969999999997,China,Financials
Ross Stores Inc.,None,0.027536400000000006,None,None
MSCI Inc. Class A,None,0.0273357,None,None
T. Rowe Price Group Inc.,None,0.027262800000000004,None,None
China Merchants Bank Co. Ltd. Class H,None,0.027252720000000008,China,Financials
General Motors Co.,None,0.0270387,None,None
EXELON CORP,EXC,0.027000000000000007,United States,Utilities
XCEL ENERGY INC,XEL,0.027000000000000007,United States,Utilities
Amphenol Corp. Class A,None,0.026911800000000007,None,None
KLA Corp.,None,0.026882100000000003,None,None
Verisk Analytics Inc. Class A,None,0.026445600000000003,None,None
Cadence Design Systems Inc.,None,0.026256600000000005,None,None
Eversource Energy,None,0.0261963,None,None
Dow Inc.,None,0.026157600000000003,None,None
Kweichow Moutai Co. Ltd. Class A,None,0.02613618,China,Consumer Staples
NXP SEMICONDUCTORS NV,NXPI,0.0261,United States,Information Technology
BAIDU ADR REPTG INC CLASS A,BIDU,0.0261,China,Communication
Chipotle Mexican Grill Inc. Class A,None,0.026024400000000003,None,None
Public Storage,None,0.0259857,None,None
Walgreens Boots Alliance Inc.,None,0.025965900000000004,None,None
WEC Energy Group Inc.,None,0.025949700000000003,None,None
Synopsys Inc.,None,0.025901100000000003,None,None
Allstate Corp.,None,0.025754400000000007,None,None
Agilent Technologies Inc.,None,0.025641,None,None
Monster Beverage Corp.,None,0.0256356,None,None
TE Connectivity Ltd.,None,0.0255726,None,None
Constellation Brands Inc. Class A,None,0.025533,None,None
Clorox Co.,None,0.0255168,None,None
MetLife Inc.,None,0.025297200000000002,None,None
ResMed Inc.,None,0.0252873,None,None
PACCAR Inc.,None,0.025267500000000002,None,None
WALGREEN BOOTS ALLIANCE INC,WBA,0.025200000000000007,United States,Consumer Staples
CINTAS CORP,CTAS,0.025200000000000007,United States,Industrials
OREILLY AUTOMOTIVE INC,ORLY,0.025200000000000007,United States,Consumer Discretionary
SPLUNK INC,SPLK,0.025200000000000007,United States,Information Technology
MARRIOTT INTERNATIONAL INC CLASS A,MAR,0.025200000000000007,United States,Consumer Discretionary
Travelers Cos. Inc.,None,0.0251298,None,None
Bank of New York Mellon Corp.,None,0.025091100000000005,None,None
Capital One Financial Corp.,None,0.025074,None,None
Bharti Airtel Limited,None,0.024995160000000002,India,Communication Services
Johnson Controls International plc,None,0.024977700000000002,None,None
IQVIA Holdings Inc.,None,0.0249129,None,None
Cummins Inc.,None,0.0247986,None,None
Twitter Inc.,None,0.0245664,None,None
AutoZone Inc.,None,0.02448,None,None
Public Service Enterprise Group Inc.,None,0.024382800000000003,None,None
IDEXX LABORATORIES INC,IDXX,0.0243,United States,Health Care
SYNOPSYS INC,SNPS,0.0243,United States,Information Technology
ROSS STORES INC,ROST,0.0243,United States,Consumer Discretionary
American International Group Inc.,None,0.024090300000000002,None,None
Zimmer Biomet Holdings Inc.,None,0.0240039,None,None
Banco Bradesco SA Pfd,None,0.02398059,Brazil,Financials
Petroleo Brasileiro SA Pfd,None,0.023898960000000004,Brazil,Energy
Yum! Brands Inc.,None,0.023715000000000003,None,None
Kroger Co.,None,0.023710500000000002,None,None
MMC Norilsk Nickel PJSC,None,0.02367792,Russia,Materials
EOG Resources Inc.,None,0.0236115,None,None
Kinder Morgan Inc.,None,0.023569200000000005,None,None
Phillips 66,None,0.0234243,None,None
KLA CORP,KLAC,0.0234,United States,Information Technology
Fastenal Co.,None,0.023184900000000005,None,None
Willis Towers Watson plc,None,0.0231615,None,None
American Water Works Co. Inc.,None,0.023090400000000004,None,None
ANSYS Inc.,None,0.023018400000000005,None,None
Trane Technologies plc,None,0.0229725,None,None
Sysco Corp.,None,0.022886100000000006,None,None
Sanofi,None,0.0228168,None,None
Xilinx Inc.,None,0.0226917,None,None
CADENCE DESIGN SYSTEMS INC,CDNS,0.022500000000000003,United States,Information Technology
VERISK ANALYTICS INC,VRSK,0.022500000000000003,United States,Industrials
PACCAR INC,PCAR,0.022500000000000003,United States,Industrials
Otis Worldwide Corp.,None,0.0222993,None,None
China Mengniu Dairy Co. Ltd.,None,0.022285980000000004,None,None
Ford Motor Co.,None,0.0222543,None,None
Aflac Inc.,None,0.022166100000000005,None,None
Cintas Corp.,None,0.022164300000000005,None,None
Consolidated Edison Inc.,None,0.0221274,None,None
Petroleo Brasileiro SA,None,0.022040640000000004,Brazil,Energy
PPG Industries Inc.,None,0.0219528,None,None
AIA Group Ltd.,None,0.0219447,None,None
Schlumberger Ltd.,None,0.0218682,None,None
HP Inc.,None,0.0218331,None,None
PTT Public Co. Ltd.(Alien Mkt),None,0.02175084,Thailand,Energy
Prudential Financial Inc.,None,0.0217449,None,None
Rockwell Automation Inc.,None,0.021636000000000002,None,None
ASML HOLDING ADR REPRESENTING NV,ASML,0.021599999999999998,Netherlands,Information Technology
LVMH Moet Hennessy Louis Vuitton SE,None,0.021599999999999998,None,None
Shopify Inc. Class A,None,0.021439800000000002,None,None
Chunghwa Telecom Co. Ltd,None,0.02143458,Taiwan,Communication Services
Marathon Petroleum Corp.,None,0.021392100000000004,None,None
Novo Nordisk A/S Class B,None,0.021306600000000002,None,None
Microchip Technology Inc.,None,0.021267000000000005,None,None
Skyworks Solutions Inc.,None,0.0211806,None,None
McKesson Corp.,None,0.0208845,None,None
NIO Inc. Sponsored ADR Class A,None,0.02080791,China,Consumer Discretionary
PT Bank Rakyat Indonesia (Persero) Tbk Class B,None,0.02075319,Indonesia,Financials
McCormick & Co. Inc./MD,None,0.0207477,None,None
ANSYS INC,ANSS,0.020700000000000003,United States,Information Technology
FASTENAL,FAST,0.020700000000000003,United States,Industrials
PAYCHEX INC,PAYX,0.020700000000000003,United States,Information Technology
Ball Corp.,None,0.020660400000000002,None,None
KB Financial Group Inc.,None,0.02065095,None,None
Archer-Daniels-Midland Co.,None,0.020582100000000002,None,None
Motorola Solutions Inc.,None,0.0205443,None,None
Church & Dwight Co. Inc.,None,0.020336400000000004,None,None
Corning Inc.,None,0.020313,None,None
Stanley Black & Decker Inc.,None,0.020263500000000004,None,None
SoftBank Group Corp.,None,0.020211299999999998,None,None
Williams Cos. Inc.,None,0.020080800000000003,None,None
Saudi Telecom Co.,None,0.02007369,Saudi Arabia,Communication Services
Shenzhou International Group Holdings Limited,None,0.019824030000000003,China,Consumer Discretionary
Parker-Hannifin Corp.,None,0.019812600000000003,None,None
MICROCHIP TECHNOLOGY INC,MCHP,0.019800000000000005,United States,Information Technology
SEATTLE GENETICS INC,SGEN,0.019800000000000005,United States,Health Care
MODERNA INC,MRNA,0.019800000000000005,United States,Health Care
SIRIUS XM HOLDINGS INC,SIRI,0.019800000000000005,United States,Communication
Valero Energy Corp.,None,0.019782,None,None
NOVATEK JSC Sponsored GDR RegS,None,0.01977336,Russia,Energy
GlaxoSmithKline plc,None,0.019764000000000004,None,None
Trip.com Group Ltd. Sponsored ADR,None,0.019762650000000003,China,Consumer Discretionary
Paychex Inc.,None,0.0197145,None,None
Royal Bank of Canada,None,0.0197064,None,None
Shinhan Financial Group Co. Ltd.,None,0.01967148,None,None
Siemens AG,None,0.019648799999999998,None,None
Marriott International Inc./MD Class A,None,0.0195849,None,None
Axis Bank Limited,None,0.019565280000000004,India,Financials
State Street Corp.,None,0.0195426,None,None
Best Buy Co. Inc.,None,0.0195336,None,None
Mettler-Toledo International Inc.,None,0.019413,None,None
Carrier Global Corp.,None,0.0193833,None,None
Alexion Pharmaceuticals Inc.,None,0.019377000000000005,None,None
Alexandria Real Estate Equities Inc.,None,0.0193401,None,None
Welltower Inc.,None,0.019309500000000004,None,None
Delta Electronics Inc.,None,0.019206090000000002,Taiwan,Information Technology
DTE Energy Co.,None,0.0191421,None,None
Gold Fields Limited,None,0.01912032,South Africa,Materials
Wal-Mart de Mexico SAB de CV,None,0.019102860000000003,Mexico,Consumer Staples
Semiconductor Manufacturing International Corp.,None,0.01907523,None,None
DR Horton Inc.,None,0.0190287,None,None
Dollar Tree Inc.,None,0.018921600000000004,None,None
XILINX INC,XLNX,0.0189,United States,Information Technology
TransDigm Group Inc.,None,0.018828,None,None
National Commercial Bank CJSC,None,0.0188046,Saudi Arabia,Financials
VeriSign Inc.,None,0.018781199999999998,None,None
China Resources Land Limited,None,0.018741240000000003,China,Real Estate
FleetCor Technologies Inc.,None,0.018698399999999997,None,None
Kraft Heinz Co.,None,0.018653400000000004,None,None
AvalonBay Communities Inc.,None,0.018652500000000002,None,None
Align Technology Inc.,None,0.0186372,None,None
Sony Corp.,None,0.0186354,None,None
Hershey Co.,None,0.018513900000000003,None,None
Cerner Corp.,None,0.0184752,None,None
Corteva Inc.,None,0.018406800000000004,None,None
CTBC Financial Holding Company Ltd.,None,0.018394020000000004,Taiwan,Financials
Sino Biopharmaceutical Limited,None,0.018389340000000004,China,Health Care
HSBC Holdings plc,None,0.018336599999999998,None,None
NCsoft Corporation,None,0.018325530000000003,South Korea,Communication Services
AMETEK Inc.,None,0.018322200000000004,None,None
POSCO,None,0.018256770000000002,South Korea,Materials
Entergy Corp.,None,0.018202500000000003,None,None
Commonwealth Bank of Australia,None,0.018152100000000004,None,None
LG Household & Health Care Ltd,None,0.01812771,South Korea,Consumer Staples
CSPC Pharmaceutical Group Limited,None,0.018080190000000003,China,Health Care
Aptiv plc,None,0.0180459,None,None
VERISIGN INC,VRSN,0.018000000000000002,United States,Information Technology
PINDUODUO ADR REPRESENTING INC,PDD,0.018000000000000002,China,Consumer Discretionary
ALIGN TECHNOLOGY INC,ALGN,0.018000000000000002,United States,Health Care
COPART INC,CPRT,0.018000000000000002,United States,Industrials
SKYWORKS SOLUTIONS INC,SWKS,0.018000000000000002,United States,Information Technology
Hyundai Mobis Co. Ltd,None,0.01799694,South Korea,Consumer Discretionary
Edison International,None,0.017994600000000003,None,None
Hilton Worldwide Holdings Inc.,None,0.017964000000000004,None,None
FirstRand Limited,None,0.01794087,South Africa,Financials
Realty Income Corp.,None,0.017882100000000005,None,None
Fortive Corp.,None,0.017878500000000005,None,None
Weyerhaeuser Co.,None,0.017832600000000004,None,None
PPL Corp.,None,0.017759700000000003,None,None
Public Bank Bhd,None,0.01770192,Malaysia,Financials
ANTA Sports Products Ltd.,None,0.017687790000000002,China,Consumer Discretionary
TOTAL SE,None,0.017667,None,None
China Overseas Land & Investment Limited,None,0.017629560000000002,China,Real Estate
CSL Ltd.,None,0.0175968,None,None
CP All Public Co. Ltd.(Alien Mkt),None,0.01745289,Thailand,Consumer Staples
Mega Financial Holding Co. Ltd.,None,0.01744128,Taiwan,Financials
Allianz SE,None,0.0173988,None,None
Lennar Corp. Class A,None,0.017315100000000003,None,None
Unilever NV,None,0.017235900000000002,None,None
Arthur J Gallagher & Co.,None,0.0172206,None,None
Ameren Corp.,None,0.017206199999999998,None,None
SAMSUNG BIOLOGICS Co. Ltd.,None,0.017137890000000003,South Korea,Health Care
ALEXION PHARMACEUTICALS INC,ALXN,0.0171,United States,Health Care
DOLLAR TREE INC,DLTR,0.0171,United States,Consumer Discretionary
WEG S.A.,None,0.017042760000000004,Brazil,Industrials
Equifax Inc.,None,0.016927200000000003,None,None
Diageo plc,None,0.0168948,None,None
E.SUN Financial Holding Co. Ltd.,None,0.01683981,Taiwan,Financials
Nan Ya Plastics Corporation,None,0.016835130000000004,Taiwan,Materials
MarketAxess Holdings Inc.,None,0.016766100000000003,None,None
HCL Technologies Limited,None,0.016747110000000003,India,Information Technology
VF Corp.,None,0.016701300000000002,None,None
Fomento Economico Mexicano SAB de CV Units Cons. Of 1 ShsB And 4 ShsD,None,0.016613460000000004,Mexico,Consumer Staples
