Holding name,% of funds,Market value,Shares
Fortune Brands Home & Security Inc.,"=""0.03895%""","$10,065,411","131,574.00"
Concho Resources Inc.,"=""0.03873%""","$10,008,712","190,497.00"
Regions Financial Corp.,"=""0.03842%""","$9,927,050","914,093.00"
CenterPoint Energy Inc.,"=""0.03826%""","$9,885,523","520,017.00"
Advance Auto Parts Inc.,"=""0.03813%""","$9,853,088","65,626.00"
Whirlpool Corp.,"=""0.03799%""","$9,816,725","60,181.00"
Seagate Technology plc,"=""0.03793%""","$9,800,078","216,720.00"
Baker Hughes Co. Class A,"=""0.03749%""","$9,686,981","625,370.00"
Western Union Co.,"=""0.03734%""","$9,648,095","397,368.00"
Eastman Chemical Co.,"=""0.03719%""","$9,609,508","128,762.00"
AES Corp.,"=""0.03709%""","$9,583,584","629,257.00"
Henry Schein Inc.,"=""0.03700%""","$9,561,786","139,121.00"
NetApp Inc.,"=""0.03645%""","$9,418,977","212,618.00"
Dentsply Sirona Inc.,"=""0.03635%""","$9,393,340","210,613.00"
Darden Restaurants Inc.,"=""0.03630%""","$9,379,191","123,573.00"
Cboe Global Markets Inc.,"=""0.03569%""","$9,223,234","105,168.00"
CenturyLink Inc.,"=""0.03513%""","$9,077,234","940,646.00"
Huntington Bancshares Inc./OH,"=""0.03468%""","$8,961,856","966,759.00"
Avery Dennison Corp.,"=""0.03463%""","$8,949,440","78,961.00"
NiSource Inc.,"=""0.03442%""","$8,894,739","363,793.00"
Pinnacle West Capital Corp.,"=""0.03419%""","$8,835,475","106,349.00"
Hasbro Inc.,"=""0.03395%""","$8,771,727","120,557.00"
Allegion plc,"=""0.03389%""","$8,758,348","88,059.00"
Packaging Corp. of America,"=""0.03339%""","$8,627,731","89,760.00"
Fox Corp. Class A,"=""0.03307%""","$8,544,250","331,558.00"
Loews Corp.,"=""0.03306%""","$8,541,458","234,591.00"
W R Berkley Corp.,"=""0.03276%""","$8,463,949","137,068.00"
Everest Re Group Ltd.,"=""0.03273%""","$8,458,640","38,661.00"
Lamb Weston Holdings Inc.,"=""0.03227%""","$8,337,542","138,774.00"
Albemarle Corp.,"=""0.03222%""","$8,326,234","100,973.00"
Universal Health Services Inc. Class B,"=""0.03186%""","$8,233,049","74,914.00"
LKQ Corp.,"=""0.03158%""","$8,159,285","289,439.00"
NRG Energy Inc.,"=""0.03123%""","$8,070,819","238,711.00"
Juniper Networks Inc.,"=""0.03112%""","$8,041,069","316,827.00"
Raymond James Financial Inc.,"=""0.03107%""","$8,028,275","115,548.00"
Campbell Soup Co.,"=""0.03071%""","$7,935,959","160,096.00"
Royal Caribbean Cruises Ltd.,"=""0.03063%""","$7,916,008","162,513.00"
Mylan NV,"=""0.03053%""","$7,888,229","489,648.00"
F5 Networks Inc.,"=""0.03027%""","$7,820,909","57,549.00"
DISH Network Corp. Class A,"=""0.03015%""","$7,790,336","242,614.00"
Iron Mountain Inc.,"=""0.02973%""","$7,681,098","272,476.00"
MGM Resorts International,"=""0.02945%""","$7,609,589","472,939.00"
Snap-on Inc.,"=""0.02937%""","$7,588,012","52,019.00"
Textron Inc.,"=""0.02923%""","$7,553,364","216,181.00"
United Airlines Holdings Inc.,"=""0.02905%""","$7,507,100","239,232.00"
Globe Life Inc.,"=""0.02900%""","$7,492,987","94,133.00"
Host Hotels & Resorts Inc.,"=""0.02835%""","$7,324,449","679,448.00"
DaVita Inc.,"=""0.02787%""","$7,201,897","82,411.00"
BorgWarner Inc.,"=""0.02767%""","$7,149,371","195,338.00"
Cabot Oil & Gas Corp.,"=""0.02753%""","$7,113,499","380,401.00"
Rollins Inc.,"=""0.02710%""","$7,003,627","133,657.00"
Lincoln National Corp.,"=""0.02670%""","$6,899,683","185,127.00"
Perrigo Co. plc,"=""0.02651%""","$6,849,813","129,193.00"
Pentair plc,"=""0.02647%""","$6,840,188","159,631.00"
Huntington Ingalls Industries Inc.,"=""0.02604%""","$6,727,441","38,728.00"
Molson Coors Beverage Co. Class B,"=""0.02590%""","$6,693,193","178,390.00"
Interpublic Group of Cos. Inc.,"=""0.02570%""","$6,640,451","367,892.00"
Wynn Resorts Ltd.,"=""0.02560%""","$6,616,046","91,344.00"
Regency Centers Corp.,"=""0.02559%""","$6,613,133","161,178.00"
Westrock Co.,"=""0.02540%""","$6,563,295","244,352.00"
CF Industries Holdings Inc.,"=""0.02503%""","$6,468,768","206,472.00"
Live Nation Entertainment Inc.,"=""0.02454%""","$6,340,883","135,460.00"
A O Smith Corp.,"=""0.02412%""","$6,233,071","129,478.00"
Carnival Corp.,"=""0.02407%""","$6,220,613","448,171.00"
Diamondback Energy Inc.,"=""0.02355%""","$6,085,865","152,681.00"
IPG Photonics Corp.,"=""0.02325%""","$6,007,934","33,562.00"
Newell Brands Inc.,"=""0.02291%""","$5,918,662","360,894.00"
Assurant Inc.,"=""0.02269%""","$5,862,059","54,546.00"
Discovery Communications Inc. Class C,"=""0.02253%""","$5,822,956","307,280.00"
News Corp. Class A,"=""0.02244%""","$5,798,387","455,848.00"
Robert Half International Inc.,"=""0.02200%""","$5,684,468","111,745.00"
Franklin Resources Inc.,"=""0.02152%""","$5,561,557","264,207.00"
Apartment Investment and Management Co.,"=""0.02128%""","$5,499,280","141,661.00"
Apache Corp.,"=""0.02113%""","$5,460,317","355,721.00"
Howmet Aerospace Inc.,"=""0.02099%""","$5,424,999","367,050.00"
L Brands Inc.,"=""0.02081%""","$5,376,815","220,271.00"
Quanta Services Inc.,"=""0.02050%""","$5,296,385","132,509.00"
American Airlines Group Inc.,"=""0.02040%""","$5,271,025","474,013.00"
Sealed Air Corp.,"=""0.02025%""","$5,233,721","146,685.00"
FLIR Systems Inc.,"=""0.02011%""","$5,196,377","124,733.00"
Vornado Realty Trust,"=""0.02002%""","$5,173,685","149,875.00"
Comerica Inc.,"=""0.01991%""","$5,145,193","133,572.00"
Zions Bancorp NA,"=""0.01984%""","$5,126,753","157,892.00"
Federal Realty Investment Trust,"=""0.01959%""","$5,062,200","66,346.00"
Leggett & Platt Inc.,"=""0.01942%""","$5,016,983","125,143.00"
Nielsen Holdings plc,"=""0.01892%""","$4,889,490","338,842.00"
Hanesbrands Inc.,"=""0.01862%""","$4,812,028","340,554.00"
Kimco Realty Corp.,"=""0.01770%""","$4,572,927","410,128.00"
Noble Energy Inc.,"=""0.01755%""","$4,535,280","453,982.00"
Mohawk Industries Inc.,"=""0.01736%""","$4,484,775","56,165.00"
Mosaic Co.,"=""0.01723%""","$4,451,579","330,481.00"
People's United Financial Inc.,"=""0.01711%""","$4,422,238","409,846.00"
DXC Technology Co.,"=""0.01681%""","$4,344,088","242,551.00"
National Oilwell Varco Inc.,"=""0.01634%""","$4,222,374","366,844.00"
Marathon Oil Corp.,"=""0.01606%""","$4,149,122","755,760.00"
Alaska Air Group Inc.,"=""0.01551%""","$4,007,266","116,355.00"
Fox Corp. Class B,"=""0.01523%""","$3,934,357","152,672.00"
HollyFrontier Corp.,"=""0.01497%""","$3,868,562","140,675.00"
Devon Energy Corp.,"=""0.01488%""","$3,845,739","366,610.00"
SL Green Realty Corp.,"=""0.01390%""","$3,590,590","77,217.00"
Norwegian Cruise Line Holdings Ltd.,"=""0.01374%""","$3,551,092","260,344.00"
Invesco Ltd.,"=""0.01370%""","$3,539,602","352,550.00"
Tapestry Inc.,"=""0.01351%""","$3,491,249","261,321.00"
Flowserve Corp.,"=""0.01332%""","$3,443,143","123,543.00"
Unum Group,"=""0.01301%""","$3,360,591","195,043.00"
Ralph Lauren Corp. Class A,"=""0.01299%""","$3,355,948","47,068.00"
PVH Corp.,"=""0.01284%""","$3,318,807","68,204.00"
Discovery Inc. Class A,"=""0.01239%""","$3,200,617","151,688.00"
TechnipFMC plc,"=""0.01234%""","$3,189,203","397,161.00"
Xerox Holdings Corp.,"=""0.01136%""","$2,934,329","176,236.00"
Kohl's Corp.,"=""0.01093%""","$2,824,470","148,344.00"
Gap Inc.,"=""0.01054%""","$2,724,739","203,795.00"
H&R Block Inc.,"=""0.01038%""","$2,681,949","184,962.00"
Under Armour Inc. Class A,"=""0.00729%""","$1,883,238","179,015.00"
Under Armour Inc. Class C,"=""0.00679%""","$1,753,752","184,800.00"
Coty Inc. Class A,"=""0.00400%""","$1,033,261","278,507.00"
News Corp. Class B,"=""0.00159%""","$411,752","32,269.00"

"Total allocation percentages shown in the holdings details or the spreadsheet may not equal 100%, due to rounding or omission of cash and/or futures contracts.The value of investments, and the income from them, may fall or rise and investors may get back less than they invested."
