FTSE All-World UCITS ETF - (USD) Distributing (VWRD)
As of 31 July 2020
Holding name,% of funds,Market value,Shares
Bank of China Ltd. Class H,"=""0.05252%""","$3,149,106","9,387,000.00"
Willis Towers Watson plc,"=""0.05237%""","$3,139,650","14,950.00"
Gazprom PJSC,"=""0.05224%""","$3,132,208","1,277,052.00"
Rio Tinto Ltd.,"=""0.05223%""","$3,131,521","42,810.00"
Fast Retailing Co. Ltd.,"=""0.05217%""","$3,127,731","5,900.00"
Credit Suisse Group AG,"=""0.05215%""","$3,126,409","292,783.00"
American Water Works Co. Inc.,"=""0.05204%""","$3,119,915","21,185.00"
Fastenal Co.,"=""0.05191%""","$3,112,213","66,161.00"
Investor AB Class B,"=""0.05189%""","$3,110,843","52,654.00"
Xilinx Inc.,"=""0.05179%""","$3,105,313","28,927.00"
Cintas Corp.,"=""0.05174%""","$3,102,318","10,277.00"
E.On Se,"=""0.05171%""","$3,100,505","263,888.00"
Volvo AB Class B,"=""0.05167%""","$3,097,937","179,511.00"
Volkswagen AG Preference Shares,"=""0.05144%""","$3,083,812","20,863.00"
ANSYS Inc.,"=""0.05134%""","$3,078,046","9,910.00"
Mitsubishi Electric Corp.,"=""0.05128%""","$3,074,649","237,200.00"
Consolidated Edison Inc.,"=""0.05114%""","$3,066,055","39,907.00"
Atlas Copco AB Class A,"=""0.05087%""","$3,050,174","68,934.00"
Ford Motor Co.,"=""0.05075%""","$3,042,940","460,354.00"
Nordea Bank Abp,"=""0.05048%""","$3,026,592","389,809.00"
Mitsui & Co. Ltd.,"=""0.05043%""","$3,023,545","203,100.00"
Okta Inc.,"=""0.05041%""","$3,022,564","13,678.00"
Manulife Financial Corp.,"=""0.05018%""","$3,008,471","224,504.00"
Pinduoduo Inc. ADR,"=""0.05012%""","$3,005,073","32,735.00"
Aflac Inc.,"=""0.04998%""","$2,996,666","84,247.00"
Sysco Corp.,"=""0.04996%""","$2,995,379","56,677.00"
Celltrion Inc.,"=""0.04995%""","$2,994,615","12,033.00"
B3 SA - Brasil Bolsa Balcao,"=""0.04992%""","$2,992,982","245,600.00"
DBS Group Holdings Ltd.,"=""0.04985%""","$2,988,639","207,300.00"
Schlumberger Ltd.,"=""0.04979%""","$2,985,245","164,567.00"
Hermes International,"=""0.04964%""","$2,976,331","3,668.00"
HP Inc.,"=""0.04963%""","$2,975,538","169,257.00"
Fujitsu Ltd.,"=""0.04945%""","$2,964,759","22,200.00"
Vestas Wind Systems A/S,"=""0.04921%""","$2,950,688","22,894.00"
Prudential Financial Inc.,"=""0.04918%""","$2,948,416","46,527.00"
McKesson Corp.,"=""0.04900%""","$2,937,580","19,563.00"
PPG Industries Inc.,"=""0.04895%""","$2,935,077","27,265.00"
Glencore plc,"=""0.04886%""","$2,929,317","1,277,978.00"
Lloyds Banking Group plc,"=""0.04881%""","$2,926,581","8,483,073.00"
Rockwell Automation Inc.,"=""0.04869%""","$2,918,931","13,381.00"
Dassault Systemes SE,"=""0.04844%""","$2,904,274","15,938.00"
Skyworks Solutions Inc.,"=""0.04823%""","$2,891,656","19,863.00"
Compass Group plc,"=""0.04821%""","$2,890,174","209,618.00"
Microchip Technology Inc.,"=""0.04814%""","$2,886,487","28,374.00"
Marvell Technology Group Ltd.,"=""0.04795%""","$2,874,967","78,831.00"
Palo Alto Networks Inc.,"=""0.04792%""","$2,872,958","11,226.00"
Softbank Corp.,"=""0.04789%""","$2,871,316","214,623.00"
Marathon Petroleum Corp.,"=""0.04768%""","$2,858,773","74,837.00"
Terumo Corp.,"=""0.04766%""","$2,857,278","76,000.00"
Suncor Energy Inc.,"=""0.04740%""","$2,842,035","180,679.00"
Mitsubishi Corp.,"=""0.04718%""","$2,828,539","141,100.00"
Carrier Global Corp.,"=""0.04712%""","$2,825,060","103,710.00"
Wheaton Precious Metals Corp.,"=""0.04695%""","$2,814,898","51,886.00"
Archer-Daniels-Midland Co.,"=""0.04690%""","$2,811,704","65,648.00"
Seven & i Holdings Co. Ltd.,"=""0.04678%""","$2,804,833","92,500.00"
Motorola Solutions Inc.,"=""0.04663%""","$2,795,720","19,998.00"
LafargeHolcim Ltd.,"=""0.04650%""","$2,787,825","58,965.00"
Heineken NV,"=""0.04646%""","$2,785,789","28,646.00"
McCormick & Co. Inc./MD,"=""0.04641%""","$2,782,392","14,276.00"
Align Technology Inc.,"=""0.04641%""","$2,782,475","9,470.00"
Paychex Inc.,"=""0.04628%""","$2,774,746","38,581.00"
Sun Life Financial Inc.,"=""0.04616%""","$2,767,734","71,009.00"
Ball Corp.,"=""0.04603%""","$2,759,652","37,480.00"
Corning Inc.,"=""0.04601%""","$2,758,256","88,976.00"
Itau Unibanco Holding SA Preference Shares,"=""0.04577%""","$2,744,053","531,238.00"
Constellation Software Inc./Canada,"=""0.04575%""","$2,742,929","2,319.00"
Church & Dwight Co. Inc.,"=""0.04571%""","$2,740,685","28,451.00"
Orange SA,"=""0.04570%""","$2,739,758","233,749.00"
Williams Cos. Inc.,"=""0.04564%""","$2,736,260","143,035.00"
SWISS RE AG,"=""0.04552%""","$2,729,120","34,597.00"
Stanley Black & Decker Inc.,"=""0.04551%""","$2,728,636","17,797.00"
Xiaomi Corp. Class B,"=""0.04515%""","$2,707,045","1,415,664.00"
Parker-Hannifin Corp.,"=""0.04494%""","$2,694,535","15,060.00"
Mettler-Toledo International Inc.,"=""0.04479%""","$2,685,320","2,872.00"
Valero Energy Corp.,"=""0.04472%""","$2,680,990","47,679.00"
Marriott International Inc./MD Class A,"=""0.04470%""","$2,680,221","31,974.00"
Qatar National Bank QPSC,"=""0.04461%""","$2,674,822","541,057.00"
Oriental Land Co. Ltd./Japan,"=""0.04457%""","$2,672,288","22,300.00"
Welltower Inc.,"=""0.04450%""","$2,668,199","49,817.00"
Coloplast A/S Class B,"=""0.04432%""","$2,657,094","15,554.00"
RingCentral Inc. Class A,"=""0.04425%""","$2,652,778","9,139.00"
Barclays plc,"=""0.04409%""","$2,643,621","2,002,971.00"
Match Group Inc.,"=""0.04408%""","$2,642,676","25,732.00"
State Street Corp.,"=""0.04401%""","$2,638,865","41,368.00"
Alexandria Real Estate Equities Inc.,"=""0.04400%""","$2,638,038","14,858.00"
DR Horton Inc.,"=""0.04377%""","$2,624,038","39,662.00"
Cerner Corp.,"=""0.04372%""","$2,621,043","37,740.00"
Best Buy Co. Inc.,"=""0.04353%""","$2,609,955","26,207.00"
Kraft Heinz Co.,"=""0.04350%""","$2,608,170","75,863.00"
Central Japan Railway Co.,"=""0.04349%""","$2,607,571","21,700.00"
Ferrari NV,"=""0.04335%""","$2,599,201","14,523.00"
Dollar Tree Inc.,"=""0.04328%""","$2,594,850","27,797.00"
VeriSign Inc.,"=""0.04322%""","$2,591,175","12,241.00"
TransDigm Group Inc.,"=""0.04319%""","$2,589,480","6,000.00"
Eni SPA,"=""0.04314%""","$2,586,550","290,062.00"
AMETEK Inc.,"=""0.04306%""","$2,581,906","27,688.00"
Saudi Basic Industries Corp.,"=""0.04302%""","$2,579,318","108,813.00"
M3 Inc.,"=""0.04301%""","$2,578,614","50,676.00"
Atlassian Corp. plc Class A,"=""0.04292%""","$2,573,261","14,567.00"
Corteva Inc.,"=""0.04278%""","$2,564,802","89,804.00"
Alexion Pharmaceuticals Inc.,"=""0.04276%""","$2,563,992","25,017.00"
Entergy Corp.,"=""0.04260%""","$2,554,344","24,297.00"
Shiseido Co. Ltd.,"=""0.04254%""","$2,550,695","46,100.00"
Rwe AG,"=""0.04249%""","$2,547,650","67,369.00"
Fortive Corp.,"=""0.04216%""","$2,527,542","36,010.00"
Amadeus IT Group SA,"=""0.04208%""","$2,523,169","50,372.00"
FleetCor Technologies Inc.,"=""0.04202%""","$2,519,506","9,744.00"
LG Chem Ltd.,"=""0.04192%""","$2,513,426","5,272.00"
Bayerische Motoren Werke AG,"=""0.04191%""","$2,512,925","38,850.00"
BAE Systems plc,"=""0.04186%""","$2,509,855","390,100.00"
DTE Energy Co.,"=""0.04177%""","$2,504,315","21,658.00"
Banco Bilbao Vizcaya Argentaria SA,"=""0.04177%""","$2,504,072","803,037.00"
Capgemini SE,"=""0.04163%""","$2,495,670","19,274.00"
Wolters Kluwer NV,"=""0.04154%""","$2,490,372","31,499.00"
Vivendi SA,"=""0.04151%""","$2,488,521","93,949.00"
Newcrest Mining Ltd.,"=""0.04144%""","$2,484,484","98,476.00"
Goodman Group,"=""0.04142%""","$2,483,428","204,543.00"
BioMarin Pharmaceutical Inc.,"=""0.04120%""","$2,470,362","20,619.00"
AvalonBay Communities Inc.,"=""0.04107%""","$2,462,323","16,081.00"
East Japan Railway Co.,"=""0.04099%""","$2,457,569","42,800.00"
Assa Abloy AB Class B,"=""0.04093%""","$2,453,765","111,952.00"
Eisai Co. Ltd.,"=""0.04070%""","$2,440,223","30,400.00"
Weyerhaeuser Co.,"=""0.04068%""","$2,438,909","87,699.00"
Hershey Co.,"=""0.04066%""","$2,437,653","16,764.00"
Geberit AG,"=""0.04047%""","$2,426,113","4,386.00"
Hilton Worldwide Holdings Inc.,"=""0.04043%""","$2,423,965","32,298.00"
Oversea-Chinese Banking Corp. Ltd.,"=""0.04043%""","$2,424,260","388,363.00"
Realty Income Corp.,"=""0.04043%""","$2,424,158","40,369.00"
Bank Central Asia Tbk PT,"=""0.04020%""","$2,410,307","1,127,900.00"
Petroleo Brasileiro SA Preference Shares,"=""0.04018%""","$2,409,002","564,900.00"
Aptiv plc,"=""0.04018%""","$2,409,239","30,987.00"
Telefonica SA,"=""0.04012%""","$2,405,399","573,327.00"
Equity Residential,"=""0.04009%""","$2,403,697","44,820.00"
Canadian Natural Resources Ltd.,"=""0.04005%""","$2,401,440","136,129.00"
Legrand SA,"=""0.04004%""","$2,400,720","31,005.00"
Fresenius SE & Co. KGaA,"=""0.03997%""","$2,396,696","47,949.00"
Kweichow Moutai Co. Ltd. Class A,"=""0.03986%""","$2,389,583","9,935.00"
Essity AB Class B,"=""0.03977%""","$2,384,692","72,276.00"
Edison International,"=""0.03960%""","$2,374,326","42,650.00"
UniCredit SPA,"=""0.03943%""","$2,364,043","258,929.00"
PPL Corp.,"=""0.03936%""","$2,360,129","88,660.00"
Lennar Corp. Class A,"=""0.03928%""","$2,355,137","32,552.00"
Ping An Insurance Group Co. of China Ltd. Class A,"=""0.03928%""","$2,355,242","216,510.00"
Ferguson plc,"=""0.03924%""","$2,352,626","26,391.00"
VF Corp.,"=""0.03924%""","$2,352,833","38,980.00"
Sandvik AB,"=""0.03918%""","$2,349,252","126,333.00"
Kerry Group plc Class A,"=""0.03917%""","$2,348,294","17,731.00"
Japan Tobacco Inc.,"=""0.03916%""","$2,347,905","137,000.00"
Genmab A/S,"=""0.03916%""","$2,347,987","6,850.00"
Arthur J Gallagher & Co.,"=""0.03883%""","$2,327,911","21,657.00"
Assicurazioni Generali SPA,"=""0.03861%""","$2,314,746","154,621.00"
Seattle Genetics Inc.,"=""0.03827%""","$2,294,692","13,801.00"
Laboratory Corp. of America Holdings,"=""0.03825%""","$2,293,240","11,887.00"
Yum China Holdings Inc.,"=""0.03817%""","$2,288,788","44,668.00"
Equifax Inc.,"=""0.03812%""","$2,285,268","14,058.00"
Copart Inc.,"=""0.03807%""","$2,282,294","24,475.00"
Fortis Inc./Canada,"=""0.03796%""","$2,275,910","55,886.00"
Ameriprise Financial Inc.,"=""0.03784%""","$2,268,654","14,767.00"
Agnico Eagle Mines Ltd.,"=""0.03781%""","$2,267,083","28,549.00"
Keysight Technologies Inc.,"=""0.03779%""","$2,265,905","22,684.00"
Fortescue Metals Group Ltd.,"=""0.03774%""","$2,262,575","181,215.00"
Freeport-McMoRan Inc.,"=""0.03772%""","$2,261,762","175,059.00"
First Republic Bank/CA,"=""0.03765%""","$2,257,136","20,067.00"
Ameren Corp.,"=""0.03761%""","$2,254,904","28,102.00"
Panasonic Corp.,"=""0.03757%""","$2,252,341","264,600.00"
Neste Oyj,"=""0.03753%""","$2,250,230","48,944.00"
New Oriental Education & Technology Group Inc. ADR,"=""0.03724%""","$2,232,685","15,925.00"
America Movil SAB de CV,"=""0.03723%""","$2,232,413","3,526,100.00"
Olympus Corp.,"=""0.03717%""","$2,228,562","125,100.00"
Simon Property Group Inc.,"=""0.03714%""","$2,226,643","35,712.00"
MarketAxess Holdings Inc.,"=""0.03683%""","$2,207,859","4,273.00"
Cie Generale des Etablissements Michelin SCA,"=""0.03654%""","$2,190,987","20,974.00"
Sampo Oyj Class A,"=""0.03641%""","$2,183,109","60,195.00"
Komatsu Ltd.,"=""0.03640%""","$2,182,656","111,700.00"
Akamai Technologies Inc.,"=""0.03634%""","$2,178,525","19,375.00"
Flutter Entertainment plc,"=""0.03633%""","$2,177,916","14,467.00"
Fortinet Inc.,"=""0.03626%""","$2,174,076","15,720.00"
Hologic Inc.,"=""0.03623%""","$2,172,321","31,131.00"
Old Dominion Freight Line Inc.,"=""0.03621%""","$2,170,805","11,874.00"
Akzo Nobel NV,"=""0.03619%""","$2,170,049","23,014.00"
Nutrien Ltd.,"=""0.03616%""","$2,168,202","66,582.00"
STMicroelectronics NV,"=""0.03595%""","$2,155,346","76,552.00"
Deutsche Bank AG,"=""0.03590%""","$2,152,647","239,813.00"
Sun Hung Kai Properties Ltd.,"=""0.03584%""","$2,148,970","175,500.00"
Maxim Integrated Products Inc.,"=""0.03577%""","$2,144,767","31,499.00"
Fresenius Medical Care AG & Co. KGaA,"=""0.03568%""","$2,139,157","24,243.00"
Conagra Brands Inc.,"=""0.03566%""","$2,138,095","57,092.00"
Republic Services Inc. Class A,"=""0.03565%""","$2,137,625","24,500.00"
Otsuka Holdings Co. Ltd.,"=""0.03564%""","$2,136,849","51,700.00"
Al Rajhi Bank,"=""0.03544%""","$2,124,964","135,305.00"
Bridgestone Corp.,"=""0.03539%""","$2,121,583","72,500.00"
Cie de Saint-Gobain,"=""0.03537%""","$2,120,913","57,542.00"
Take-Two Interactive Software Inc.,"=""0.03523%""","$2,112,414","12,879.00"
Samsung SDI Co. Ltd.,"=""0.03497%""","$2,096,601","6,284.00"
CMS Energy Corp.,"=""0.03490%""","$2,092,525","32,604.00"
Citrix Systems Inc.,"=""0.03487%""","$2,090,720","14,645.00"
Kellogg Co.,"=""0.03484%""","$2,089,017","30,280.00"
Kyocera Corp.,"=""0.03476%""","$2,083,787","37,700.00"
Unicharm Corp.,"=""0.03468%""","$2,079,066","46,200.00"
Denso Corp.,"=""0.03466%""","$2,077,957","56,800.00"
Wuxi Biologics Cayman Inc.,"=""0.03460%""","$2,074,190","100,723.00"
PTT PCL (Foreign),"=""0.03454%""","$2,071,037","1,655,900.00"
Incyte Corp.,"=""0.03448%""","$2,067,343","20,933.00"
Henkel AG & Co. KGaA Preference Shares,"=""0.03422%""","$2,051,504","20,802.00"
Teleperformance,"=""0.03417%""","$2,048,488","7,005.00"
CNOOC Ltd.,"=""0.03415%""","$2,047,302","1,935,000.00"
Smith & Nephew plc,"=""0.03412%""","$2,045,654","102,708.00"
SSE plc,"=""0.03412%""","$2,045,967","119,818.00"
Tyson Foods Inc. Class A,"=""0.03403%""","$2,040,079","33,199.00"
Aeon Co. Ltd.,"=""0.03398%""","$2,037,123","86,500.00"
Deutsche Wohnen SE,"=""0.03394%""","$2,034,944","41,769.00"
Teleflex Inc.,"=""0.03392%""","$2,033,395","5,450.00"
Coles Group Ltd.,"=""0.03390%""","$2,032,476","155,977.00"
CK Hutchison Holdings Ltd.,"=""0.03378%""","$2,025,496","310,544.00"
Mitsubishi Estate Co. Ltd.,"=""0.03372%""","$2,021,406","140,700.00"
United Overseas Bank Ltd.,"=""0.03370%""","$2,020,587","142,900.00"
Tractor Supply Co.,"=""0.03360%""","$2,014,347","14,112.00"
China Life Insurance Co. Ltd. Class H,"=""0.03359%""","$2,014,095","874,000.00"
Bharti Airtel Ltd.,"=""0.03355%""","$2,011,722","271,248.00"
Yandex NV Class A,"=""0.03346%""","$2,006,017","34,863.00"
Kansas City Southern,"=""0.03341%""","$2,003,084","11,656.00"
Alnylam Pharmaceuticals Inc.,"=""0.03336%""","$2,000,264","13,723.00"
Legal & General Group plc,"=""0.03303%""","$1,980,382","705,076.00"
Quest Diagnostics Inc.,"=""0.03302%""","$1,980,005","15,582.00"
L OREAL  PRIM DE FID COMMON STOCK,"=""0.03286%""","$1,970,070","5,887.00"
Shionogi & Co. Ltd.,"=""0.03278%""","$1,965,372","33,200.00"
CGI Inc.,"=""0.03268%""","$1,959,396","27,434.00"
Canon Inc.,"=""0.03263%""","$1,956,100","123,400.00"
National Bank of Canada,"=""0.03261%""","$1,954,987","41,409.00"
Cellnex Telecom SA,"=""0.03247%""","$1,946,884","30,936.00"
LyondellBasell Industries NV Class A,"=""0.03244%""","$1,945,247","31,114.00"
TransUnion,"=""0.03242%""","$1,943,490","21,698.00"
Liberty Broadband Corp.,"=""0.03239%""","$1,941,959","14,147.00"
CDW Corp./DE,"=""0.03227%""","$1,934,749","16,643.00"
Atlas Copco AB Class B,"=""0.03225%""","$1,933,267","50,013.00"
National Bank of Kuwait SAKP,"=""0.03225%""","$1,933,307","748,207.00"
Merck KGaA,"=""0.03224%""","$1,933,147","15,130.00"
Kakao Corp.,"=""0.03224%""","$1,932,872","6,704.00"
Hexagon AB Class B,"=""0.03224%""","$1,933,111","29,717.00"
Nitori Holdings Co. Ltd.,"=""0.03216%""","$1,928,459","8,800.00"
Secom Co. Ltd.,"=""0.03209%""","$1,923,904","22,400.00"
FirstEnergy Corp.,"=""0.03194%""","$1,915,160","66,040.00"
Amcor plc,"=""0.03191%""","$1,913,271","185,141.00"
Link REIT,"=""0.03178%""","$1,905,348","245,500.00"
Pioneer Natural Resources Co.,"=""0.03168%""","$1,899,244","19,596.00"
Delivery Hero SE,"=""0.03168%""","$1,899,212","16,429.00"
Shimano Inc.,"=""0.03157%""","$1,892,557","8,700.00"
Dnb ASA,"=""0.03144%""","$1,885,144","123,529.00"
Restaurant Brands International Inc.,"=""0.03138%""","$1,881,451","33,314.00"
Vulcan Materials Co.,"=""0.03135%""","$1,879,307","16,005.00"
Hyundai Motor Co.,"=""0.03128%""","$1,875,627","17,665.00"
Petroleo Brasileiro SA,"=""0.03118%""","$1,869,534","428,741.00"
Imperial Brands plc,"=""0.03117%""","$1,868,636","111,577.00"
Swedbank AB Class A,"=""0.03111%""","$1,865,041","114,860.00"
Cardinal Health Inc.,"=""0.03108%""","$1,863,634","34,120.00"
Invitation Homes Inc.,"=""0.03106%""","$1,862,498","62,458.00"
SGS SA-REG,"=""0.03104%""","$1,860,864",708.00
FUJIFILM Holdings Corp.,"=""0.03103%""","$1,860,389","41,700.00"
Symrise AG Class A,"=""0.03092%""","$1,854,100","14,785.00"
Kubota Corp.,"=""0.03076%""","$1,844,358","129,700.00"
Zebra Technologies Corp.,"=""0.03074%""","$1,842,843","6,564.00"
Banco Bradesco SA Preference Shares,"=""0.03066%""","$1,838,129","426,423.00"
Partners Group Holding AG,"=""0.03062%""","$1,835,632","1,895.00"
CLP Holdings Ltd.,"=""0.03057%""","$1,832,585","193,500.00"
Novatek PJSC,"=""0.03050%""","$1,828,498","124,265.00"
Domino's Pizza Inc.,"=""0.03041%""","$1,823,253","4,716.00"
Suzuki Motor Corp.,"=""0.03040%""","$1,822,529","55,500.00"
Arista Networks Inc.,"=""0.03039%""","$1,821,767","7,013.00"
KBC Group NV,"=""0.03038%""","$1,821,629","31,881.00"
Segro plc,"=""0.03031%""","$1,817,426","142,871.00"
CarMax Inc.,"=""0.03026%""","$1,814,212","18,709.00"
Intact Financial Corp.,"=""0.03023%""","$1,812,524","16,602.00"
Masco Corp.,"=""0.03017%""","$1,808,885","31,646.00"
CK Asset Holdings Ltd.,"=""0.03016%""","$1,808,298","325,544.00"
Broadridge Financial Solutions Inc.,"=""0.03002%""","$1,800,156","13,400.00"
Ucb SA,"=""0.02988%""","$1,791,715","13,920.00"
AmerisourceBergen Corp. Class A,"=""0.02981%""","$1,787,490","17,841.00"
Rogers Communications Inc. Class B,"=""0.02981%""","$1,786,989","43,760.00"
Hong Kong & China Gas Co. Ltd.,"=""0.02975%""","$1,783,397","1,242,957.00"
Daiwa House Industry Co. Ltd.,"=""0.02965%""","$1,777,728","80,600.00"
Discover Financial Services,"=""0.02955%""","$1,771,769","35,844.00"
Hartford Financial Services Group Inc.,"=""0.02954%""","$1,770,923","41,846.00"
Delta Electronics Inc.,"=""0.02946%""","$1,766,413","258,731.00"
Kirin Holdings Co. Ltd.,"=""0.02946%""","$1,766,019","91,800.00"
Dover Corp.,"=""0.02944%""","$1,765,352","17,151.00"
Healthpeak Properties Inc.,"=""0.02943%""","$1,764,408","64,654.00"
Tiffany & Co.,"=""0.02928%""","$1,755,792","14,006.00"
Saudi Telecom Co.,"=""0.02926%""","$1,754,338","67,690.00"
Woodside Petroleum Ltd.,"=""0.02918%""","$1,749,630","121,924.00"
Duke Realty Corp.,"=""0.02918%""","$1,749,471","43,530.00"
Sysmex Corp.,"=""0.02912%""","$1,745,708","22,700.00"
Northern Trust Corp.,"=""0.02904%""","$1,741,250","22,224.00"
China Merchants Bank Co. Ltd. Class H,"=""0.02891%""","$1,733,336","371,610.00"
Nasdaq Inc.,"=""0.02889%""","$1,731,848","13,189.00"
Las Vegas Sands Corp.,"=""0.02883%""","$1,728,799","39,615.00"
Carlsberg AS Class B,"=""0.02881%""","$1,727,039","11,722.00"
Evergy Inc.,"=""0.02879%""","$1,726,034","26,624.00"
AIR LIQUIDE SA PF 2022 COMMON STOCK,"=""0.02863%""","$1,716,471","10,398.00"
WW Grainger Inc.,"=""0.02856%""","$1,712,431","5,014.00"
CBRE Group Inc. Class A,"=""0.02853%""","$1,710,255","39,038.00"
ZTO Express Cayman Inc. ADR,"=""0.02848%""","$1,707,783","46,094.00"
ViacomCBS Inc. Class B,"=""0.02845%""","$1,705,578","65,423.00"
Qorvo Inc.,"=""0.02845%""","$1,705,805","13,311.00"
FMC Corp.,"=""0.02836%""","$1,700,088","16,031.00"
Equinor ASA,"=""0.02833%""","$1,698,785","114,840.00"
Skandinaviska Enskilda Banken AB Class A,"=""0.02826%""","$1,694,252","175,029.00"
Expeditors International of Washington Inc.,"=""0.02821%""","$1,691,552","20,016.00"
Nomura Holdings Inc.,"=""0.02820%""","$1,690,537","365,000.00"
TDK Corp.,"=""0.02819%""","$1,690,192","15,300.00"
Mitsui Fudosan Co. Ltd.,"=""0.02818%""","$1,689,617","108,400.00"
Garmin Ltd.,"=""0.02807%""","$1,683,128","17,072.00"
Galaxy Entertainment Group Ltd.,"=""0.02807%""","$1,682,744","247,000.00"
Paycom Software Inc.,"=""0.02789%""","$1,672,096","5,880.00"
Ventas Inc.,"=""0.02784%""","$1,669,197","43,514.00"
Svenska Handelsbanken AB Class A,"=""0.02777%""","$1,665,171","175,890.00"
ORIX Corp.,"=""0.02776%""","$1,664,300","154,900.00"
Essex Property Trust Inc.,"=""0.02772%""","$1,662,172","7,530.00"
Fifth Third Bancorp,"=""0.02771%""","$1,661,150","83,643.00"
Toshiba Corp.,"=""0.02761%""","$1,655,538","54,700.00"
Markel Corp.,"=""0.02761%""","$1,655,596","1,585.00"
STERIS plc,"=""0.02759%""","$1,654,405","10,364.00"
Ashtead Group plc,"=""0.02749%""","$1,648,113","51,569.00"
Sun Communities Inc.,"=""0.02747%""","$1,646,681","10,983.00"
Cooper Cos. Inc.,"=""0.02737%""","$1,640,994","5,800.00"
Chunghwa Telecom Co. Ltd.,"=""0.02737%""","$1,640,939","439,000.00"
Exact Sciences Corp.,"=""0.02728%""","$1,635,669","17,263.00"
UPM-Kymmene Oyj,"=""0.02726%""","$1,634,633","61,085.00"
Techtronic Industries Co. Ltd.,"=""0.02718%""","$1,629,403","156,000.00"
Hormel Foods Corp.,"=""0.02712%""","$1,626,248","31,975.00"
Agricultural Bank of China Ltd. Class H,"=""0.02711%""","$1,625,119","4,580,000.00"
Waters Corp.,"=""0.02709%""","$1,623,990","7,619.00"
Swisscom AG,"=""0.02699%""","$1,618,087","3,030.00"
International Paper Co.,"=""0.02686%""","$1,610,533","46,293.00"
Varian Medical Systems Inc.,"=""0.02683%""","$1,608,597","11,271.00"
M&T Bank Corp.,"=""0.02682%""","$1,608,109","15,178.00"
NEC Corp.,"=""0.02676%""","$1,604,389","28,800.00"
MMC Norilsk Nickel PJSC,"=""0.02673%""","$1,602,816","6,054.00"
Swedish Match AB,"=""0.02656%""","$1,592,612","20,692.00"
Aviva plc,"=""0.02656%""","$1,592,123","460,010.00"
Synchrony Financial,"=""0.02649%""","$1,588,182","71,766.00"
Sartorius AG Preference Shares,"=""0.02642%""","$1,583,777","4,116.00"
China Mengniu Dairy Co. Ltd.,"=""0.02636%""","$1,580,598","337,000.00"
Trip.com Group Ltd. ADR,"=""0.02636%""","$1,580,701","58,114.00"
AngloGold Ashanti Ltd.,"=""0.02635%""","$1,579,908","48,499.00"
Mid-America Apartment Communities Inc.,"=""0.02627%""","$1,574,977","13,214.00"
