Holding name,% of funds,Market value,Shares
Hyundai Glovis Co. Ltd.,"=""0.00473%""","$29,012",310.00
Japan Post Insurance Co. Ltd.,"=""0.00473%""","$29,021","2,198.00"
Hang Lung Group Ltd.,"=""0.00473%""","$29,016","12,000.00"
Sugi Holdings Co. Ltd.,"=""0.00472%""","$28,979",400.00
United Airlines Holdings Inc.,"=""0.00472%""","$28,964",923.00
Swire Pacific Ltd. Class B,"=""0.00469%""","$28,767","32,500.00"
Alps Alpine Co. Ltd.,"=""0.00469%""","$28,780","2,300.00"
Teijin Ltd.,"=""0.00468%""","$28,734","2,000.00"
Hanwha Solutions Corp.,"=""0.00465%""","$28,531","1,333.00"
Denka Co. Ltd.,"=""0.00465%""","$28,533","1,200.00"
Prada Spa,"=""0.00465%""","$28,549","7,400.00"
TPG Telecom Ltd.,"=""0.00464%""","$28,507","4,944.00"
Mitsubishi Materials Corp.,"=""0.00463%""","$28,429","1,400.00"
Wendel SE,"=""0.00463%""","$28,395",303.00
Westlake Chemical Corp.,"=""0.00462%""","$28,340",520.00
Netmarble Corp.,"=""0.00462%""","$28,363",264.00
Orion Corp./Republic of Korea,"=""0.00460%""","$28,231",251.00
Taisho Pharmaceutical Holdings Co. Ltd.,"=""0.00460%""","$28,232",500.00
ComfortDelGro Corp. Ltd.,"=""0.00460%""","$28,265","28,500.00"
Flughafen Zurich AG,"=""0.00459%""","$28,191",223.00
Cimarex Energy Co.,"=""0.00458%""","$28,129","1,150.00"
Andritz AG,"=""0.00458%""","$28,121",835.00
Subsea 7 SA,"=""0.00456%""","$27,991","3,724.00"
Tokyo Tatemono Co. Ltd.,"=""0.00453%""","$27,788","2,600.00"
Shimamura Co. Ltd.,"=""0.00452%""","$27,731",400.00
CNP Assurances,"=""0.00449%""","$27,570","2,288.00"
Nishi-Nippon Railroad Co. Ltd.,"=""0.00446%""","$27,393","1,100.00"
Samsung Heavy Industries Co. Ltd.,"=""0.00445%""","$27,299","5,686.00"
Kagome Co. Ltd.,"=""0.00444%""","$27,282",900.00
Swire Pacific Ltd. Class A,"=""0.00443%""","$27,215","5,500.00"
Qantas Airways Ltd.,"=""0.00441%""","$27,086","11,693.00"
DB Insurance Co. Ltd.,"=""0.00440%""","$27,001",683.00
Seven Group Holdings Ltd.,"=""0.00439%""","$26,942","2,206.00"
Just Eat Takeaway.com NV,"=""0.00438%""","$26,910",248.00
Eurazeo SE,"=""0.00438%""","$26,914",514.00
News Corp. Class B,"=""0.00437%""","$26,809","2,101.00"
Nifco Inc./Japan,"=""0.00436%""","$26,763","1,200.00"
Isetan Mitsukoshi Holdings Ltd.,"=""0.00436%""","$26,785","5,900.00"
Gap Inc.,"=""0.00435%""","$26,673","1,995.00"
Deutsche Lufthansa AG,"=""0.00432%""","$26,519","2,999.00"
JTEKT Corp.,"=""0.00431%""","$26,483","4,000.00"
Yamaguchi Financial Group Inc.,"=""0.00431%""","$26,431","4,500.00"
Skandinaviska Enskilda Banken AB Class C,"=""0.00431%""","$26,468","2,618.00"
Ulvac Inc.,"=""0.00430%""","$26,388",900.00
OC Oerlikon Corp. AG,"=""0.00430%""","$26,401","3,156.00"
H Lundbeck A/S,"=""0.00430%""","$26,389",723.00
Melco International Development Ltd.,"=""0.00430%""","$26,410","14,000.00"
Hufvudstaden AB Class A,"=""0.00429%""","$26,355","2,025.00"
Marks & Spencer Group plc,"=""0.00428%""","$26,284","21,084.00"
S-Oil Corp.,"=""0.00427%""","$26,215",512.00
OSRAM Licht AG,"=""0.00426%""","$26,141",498.00
Amada Co. Ltd.,"=""0.00426%""","$26,152","3,900.00"
Benefit One Inc.,"=""0.00426%""","$26,138","1,200.00"
Ovintiv Inc.,"=""0.00425%""","$26,104","2,698.00"
Lotte Chemical Corp.,"=""0.00424%""","$26,023",184.00
Benesse Holdings Inc.,"=""0.00423%""","$25,991","1,000.00"
Inchcape plc,"=""0.00422%""","$25,885","4,595.00"
Sega Sammy Holdings Inc.,"=""0.00421%""","$25,865","2,300.00"
Kawasaki Heavy Industries Ltd.,"=""0.00420%""","$25,769","1,900.00"
Nippon Yusen KK,"=""0.00419%""","$25,726","2,000.00"
NagaCorp Ltd.,"=""0.00417%""","$25,610","24,000.00"
UOL Group Ltd.,"=""0.00417%""","$25,586","5,300.00"
Horiba Ltd.,"=""0.00416%""","$25,537",500.00
Bank Polska Kasa Opieki SA,"=""0.00416%""","$25,509","1,882.00"
Lintec Corp.,"=""0.00415%""","$25,458","1,100.00"
Ain Holdings Inc.,"=""0.00415%""","$25,499",400.00
Industrial Bank of Korea,"=""0.00415%""","$25,493","3,745.00"
Kamigumi Co. Ltd.,"=""0.00414%""","$25,397","1,400.00"
Telefonica Deutschland Holding AG,"=""0.00414%""","$25,401","9,239.00"
AusNet Services,"=""0.00414%""","$25,442","19,931.00"
TechnoPro Holdings Inc.,"=""0.00414%""","$25,442",500.00
Harvey Norman Holdings Ltd.,"=""0.00413%""","$25,373","9,511.00"
Hino Motors Ltd.,"=""0.00412%""","$25,261","4,400.00"
LG Display Co. Ltd.,"=""0.00412%""","$25,266","2,389.00"
Metcash Ltd.,"=""0.00411%""","$25,222","12,978.00"
Mitsubishi UFJ Lease & Finance Co. Ltd.,"=""0.00411%""","$25,253","6,000.00"
DKSH Holding AG,"=""0.00410%""","$25,165",391.00
Tui AG,"=""0.00410%""","$25,187","6,661.00"
Taiyo Nippon Sanso Corp.,"=""0.00409%""","$25,105","1,600.00"
Evraz plc,"=""0.00409%""","$25,097","6,628.00"
Raiffeisen Bank International AG,"=""0.00409%""","$25,085","1,458.00"
Kerry Properties Ltd.,"=""0.00407%""","$24,983","10,500.00"
Hysan Development Co. Ltd.,"=""0.00405%""","$24,851","9,000.00"
Kinden Corp.,"=""0.00404%""","$24,773","1,600.00"
GS Engineering & Construction Corp.,"=""0.00403%""","$24,747","1,094.00"
IHI Corp.,"=""0.00403%""","$24,742","2,000.00"
Mercury NZ Ltd.,"=""0.00402%""","$24,707","7,942.00"
Fraport AG Frankfurt Airport Services Worldwide,"=""0.00401%""","$24,599",630.00
SCREEN Holdings Co. Ltd.,"=""0.00401%""","$24,638",500.00
Daicel Corp.,"=""0.00400%""","$24,566","3,700.00"
Mitsui OSK Lines Ltd.,"=""0.00400%""","$24,529","1,500.00"
Telefonaktiebolaget LM Ericsson Class A,"=""0.00400%""","$24,575","1,957.00"
Eutelsat Communications SA,"=""0.00398%""","$24,453","2,413.00"
Hochtief AG,"=""0.00397%""","$24,396",299.00
Banco BPM SPA,"=""0.00397%""","$24,381","16,222.00"
Zenkoku Hosho Co. Ltd.,"=""0.00395%""","$24,232",700.00
Fila Holdings Corp.,"=""0.00393%""","$24,137",861.00
Japan Airport Terminal Co. Ltd.,"=""0.00392%""","$24,066",700.00
Persol Holdings Co. Ltd.,"=""0.00392%""","$24,044","1,900.00"
LG Household & Health Care Ltd. Preference Shares,"=""0.00391%""","$23,972",40.00
Banco de Sabadell SA,"=""0.00391%""","$23,976","70,157.00"
ICL Group Ltd.,"=""0.00390%""","$23,920","7,613.00"
Aozora Bank Ltd.,"=""0.00390%""","$23,934","1,500.00"
Grenke AG,"=""0.00390%""","$23,915",316.00
Mapletree North Asia Commercial Trust,"=""0.00389%""","$23,880","38,300.00"
Acciona SA,"=""0.00387%""","$23,737",214.00
Sotetsu Holdings Inc.,"=""0.00386%""","$23,692","1,000.00"
Natixis SA,"=""0.00386%""","$23,695","9,751.00"
Sawai Pharmaceutical Co. Ltd.,"=""0.00385%""","$23,645",500.00
Aker BP ASA,"=""0.00383%""","$23,530","1,257.00"
Hyundai Marine & Fire Insurance Co. Ltd.,"=""0.00383%""","$23,488","1,201.00"
Nankai Electric Railway Co. Ltd.,"=""0.00382%""","$23,471","1,200.00"
Sharp Corp./Japan,"=""0.00381%""","$23,380","2,400.00"
Zensho Holdings Co. Ltd.,"=""0.00381%""","$23,386","1,300.00"
Wacker Chemie AG,"=""0.00380%""","$23,351",258.00
Rengo Co. Ltd.,"=""0.00380%""","$23,309","3,100.00"
Cleanaway Waste Management Ltd.,"=""0.00380%""","$23,356","15,583.00"
Samsung Engineering Co. Ltd.,"=""0.00379%""","$23,263","2,329.00"
American Airlines Group Inc.,"=""0.00379%""","$23,274","2,093.00"
Banca Mediolanum SPA,"=""0.00379%""","$23,255","3,124.00"
Pirelli & C SPA,"=""0.00378%""","$23,232","5,842.00"
Takara Holdings Inc.,"=""0.00376%""","$23,085","2,700.00"
Kewpie Corp.,"=""0.00376%""","$23,079","1,300.00"
Mani Inc.,"=""0.00375%""","$23,017",900.00
Capri Holdings Ltd.,"=""0.00374%""","$22,964","1,533.00"
Toyo Seikan Group Holdings Ltd.,"=""0.00373%""","$22,881","2,100.00"
Mapfre SA,"=""0.00373%""","$22,895","12,688.00"
Uni-President China Holdings Ltd.,"=""0.00371%""","$22,761","21,000.00"
Under Armour Inc. Class C,"=""0.00371%""","$22,785","2,401.00"
NOK Corp.,"=""0.00370%""","$22,682","2,100.00"
Icade,"=""0.00370%""","$22,713",343.00
Shinsegae Inc.,"=""0.00369%""","$22,630",129.00
Japan Airlines Co. Ltd.,"=""0.00369%""","$22,662","1,400.00"
Open House Co. Ltd.,"=""0.00369%""","$22,654",800.00
Kaken Pharmaceutical Co. Ltd.,"=""0.00368%""","$22,581",500.00
Santander Consumer USA Holdings Inc.,"=""0.00368%""","$22,583","1,230.00"
Aica Kogyo Co. Ltd.,"=""0.00367%""","$22,543",700.00
Dassault Aviation SA,"=""0.00367%""","$22,509",27.00
Bank of Queensland Ltd.,"=""0.00366%""","$22,492","5,271.00"
Bezeq The Israeli Telecommunication Corp. Ltd.,"=""0.00365%""","$22,397","22,372.00"
GS Holdings Corp.,"=""0.00364%""","$22,356",761.00
PGE Polska Grupa Energetyczna SA,"=""0.00364%""","$22,358","12,599.00"
Korea Investment Holdings Co. Ltd.,"=""0.00362%""","$22,237",544.00
Downer EDI Ltd.,"=""0.00361%""","$22,168","7,521.00"
Alliance Data Systems Corp.,"=""0.00361%""","$22,136",499.00
Saipem SPA,"=""0.00359%""","$22,044","10,400.00"
Macy's Inc.,"=""0.00357%""","$21,895","3,613.00"
Seibu Holdings Inc.,"=""0.00353%""","$21,686","2,434.00"
Hella GmbH & Co. KGaA,"=""0.00353%""","$21,646",495.00
PALTAC Corp.,"=""0.00353%""","$21,640",400.00
Sembcorp Industries Ltd.,"=""0.00353%""","$21,699","17,200.00"
E-MART Inc.,"=""0.00352%""","$21,625",226.00
DIC Corp.,"=""0.00351%""","$21,544",900.00
Nomura Real Estate Holdings Inc.,"=""0.00351%""","$21,542","1,300.00"
Ship Healthcare Holdings Inc.,"=""0.00350%""","$21,470",500.00
Park Hotels & Resorts Inc.,"=""0.00350%""","$21,461","2,595.00"
Fielmann AG,"=""0.00349%""","$21,421",291.00
Hachijuni Bank Ltd.,"=""0.00349%""","$21,394","5,800.00"
DWS Group GmbH & Co. KGaA,"=""0.00349%""","$21,420",569.00
Sumitomo Forestry Co. Ltd.,"=""0.00347%""","$21,277","1,900.00"
Takara Bio Inc.,"=""0.00346%""","$21,247",800.00
Nippo Corp.,"=""0.00345%""","$21,194",800.00
CIMIC Group Ltd.,"=""0.00344%""","$21,089","1,369.00"
ABC-Mart Inc.,"=""0.00344%""","$21,110",400.00
Bankia SA,"=""0.00344%""","$21,088","16,651.00"
Korean Air Lines Co. Ltd.,"=""0.00340%""","$20,841","1,427.00"
Hugo Boss AG,"=""0.00339%""","$20,805",761.00
Sulzer AG,"=""0.00338%""","$20,749",251.00
BNK Financial Group Inc.,"=""0.00338%""","$20,747","4,809.00"
Hitachi Transport System Ltd.,"=""0.00337%""","$20,689",700.00
Bank of Ireland Group plc,"=""0.00337%""","$20,671","9,989.00"
Jardine Cycle & Carriage Ltd.,"=""0.00335%""","$20,579","1,411.00"
Buzzi Unicem SPA,"=""0.00334%""","$20,472",901.00
Seven Bank Ltd.,"=""0.00333%""","$20,418","8,400.00"
Mirae Asset Daewoo Co. Ltd. Preference Shares,"=""0.00332%""","$20,365","5,669.00"
Rational AG,"=""0.00331%""","$20,344",34.00
Aeon Mall Co. Ltd.,"=""0.00329%""","$20,211","1,700.00"
Park24 Co. Ltd.,"=""0.00328%""","$20,146","1,500.00"
Dairy Farm International Holdings Ltd.,"=""0.00328%""","$20,116","4,700.00"
J Front Retailing Co. Ltd.,"=""0.00328%""","$20,160","3,500.00"
Suntec REIT,"=""0.00328%""","$20,130","20,600.00"
Beach Energy Ltd.,"=""0.00327%""","$20,047","19,755.00"
Bic Camera Inc.,"=""0.00327%""","$20,089","2,000.00"
ProSiebenSat.1 Media SE,"=""0.00327%""","$20,049","1,943.00"
Hiroshima Bank Ltd.,"=""0.00327%""","$20,059","4,400.00"
Tadano Ltd.,"=""0.00326%""","$20,004","2,500.00"
Heiwa Corp.,"=""0.00326%""","$20,032","1,200.00"
Tsumura & Co.,"=""0.00324%""","$19,907",800.00
Nippon Shokubai Co. Ltd.,"=""0.00323%""","$19,824",400.00
Fletcher Building Ltd.,"=""0.00323%""","$19,818","8,802.00"
Shopping Centres Australasia Property Group,"=""0.00323%""","$19,856","12,818.00"
Singapore Press Holdings Ltd.,"=""0.00322%""","$19,741","25,300.00"
Orora Ltd.,"=""0.00321%""","$19,703","11,945.00"
Cyfrowy Polsat SA,"=""0.00321%""","$19,718","2,643.00"
Samsung Securities Co. Ltd.,"=""0.00321%""","$19,682",810.00
Arconic Corp.,"=""0.00320%""","$19,662","1,207.00"
Sanwa Holdings Corp.,"=""0.00320%""","$19,622","2,300.00"
Azrieli Group Ltd.,"=""0.00319%""","$19,595",409.00
JCR Pharmaceuticals Co. Ltd.,"=""0.00318%""","$19,540",200.00
Shiga Bank Ltd.,"=""0.00318%""","$19,502",900.00
Toyoda Gosei Co. Ltd.,"=""0.00315%""","$19,332","1,000.00"
Toyobo Co. Ltd.,"=""0.00315%""","$19,306","1,400.00"
Casino Guichard Perrachon SA,"=""0.00314%""","$19,284",691.00
OKUMA Corp.,"=""0.00313%""","$19,223",500.00
Hokuriku Electric Power Co.,"=""0.00312%""","$19,181","3,000.00"
Haitong International Securities Group Ltd.,"=""0.00312%""","$19,147","71,000.00"
Toda Corp.,"=""0.00311%""","$19,096","3,000.00"
Talanx AG,"=""0.00311%""","$19,062",521.00
SITC International Holdings Co. Ltd.,"=""0.00310%""","$19,049","19,000.00"
Sumitomo Rubber Industries Ltd.,"=""0.00310%""","$19,056","2,300.00"
Carnival plc,"=""0.00309%""","$18,943","1,746.00"
Maruichi Steel Tube Ltd.,"=""0.00307%""","$18,863",800.00
Mirae Asset Daewoo Co. Ltd.,"=""0.00305%""","$18,695","2,823.00"
Ariake Japan Co. Ltd.,"=""0.00304%""","$18,670",300.00
Kusuri no Aoki Holdings Co. Ltd.,"=""0.00304%""","$18,632",200.00
Toyo Tire Corp.,"=""0.00303%""","$18,591","1,400.00"
Tokuyama Corp.,"=""0.00302%""","$18,538",800.00
Daewoo Shipbuilding & Marine Engineering Co. Ltd.,"=""0.00301%""","$18,481",931.00
Kobe Bussan Co. Ltd.,"=""0.00301%""","$18,472",300.00
Neles Oyj,"=""0.00300%""","$18,440","1,274.00"
Worley Ltd.,"=""0.00299%""","$18,377","3,125.00"
Kyushu Financial Group Inc.,"=""0.00297%""","$18,259","4,500.00"
Korea Gas Corp.,"=""0.00295%""","$18,107",851.00
RTL Group SA,"=""0.00293%""","$17,979",543.00
John Wood Group plc,"=""0.00291%""","$17,894","7,136.00"
Nippon Electric Glass Co. Ltd.,"=""0.00291%""","$17,853","1,100.00"
Yokohama Rubber Co. Ltd.,"=""0.00289%""","$17,770","1,400.00"
Zardoya Otis SA,"=""0.00288%""","$17,664","2,658.00"
Hanon Systems,"=""0.00286%""","$17,547","2,099.00"
Nippon Kayaku Co. Ltd.,"=""0.00285%""","$17,518","1,800.00"
Boskalis Westminster,"=""0.00284%""","$17,430",923.00
Varta AG,"=""0.00283%""","$17,394",155.00
GMO internet Inc.,"=""0.00282%""","$17,308",600.00
Tokai Carbon Co. Ltd.,"=""0.00281%""","$17,270","2,000.00"
Sankyu Inc.,"=""0.00281%""","$17,237",500.00
Cie Plastic Omnium SA,"=""0.00281%""","$17,258",855.00
Kerry Logistics Network Ltd.,"=""0.00280%""","$17,206","10,500.00"
Alaska Air Group Inc.,"=""0.00279%""","$17,151",498.00
Nipro Corp.,"=""0.00278%""","$17,040","1,600.00"
Sumitomo Bakelite Co. Ltd.,"=""0.00274%""","$16,823",700.00
Sumitomo Osaka Cement Co. Ltd.,"=""0.00273%""","$16,764",500.00
Keppel REIT,"=""0.00272%""","$16,685","20,800.00"
Strauss Group Ltd.,"=""0.00270%""","$16,594",585.00
Pola Orbis Holdings Inc.,"=""0.00269%""","$16,485","1,000.00"
Gunma Bank Ltd.,"=""0.00265%""","$16,279","5,200.00"
Continental Resources Inc./OK,"=""0.00263%""","$16,114",932.00
Hanwha Corp.,"=""0.00263%""","$16,139",757.00
Mitsubishi Motors Corp.,"=""0.00263%""","$16,171","8,300.00"
Sodexo SA - French Loyalty Line,"=""0.00263%""","$16,126",234.00
Telekom Austria AG Class A,"=""0.00263%""","$16,152","2,141.00"
LG Chem Ltd. Preference Shares,"=""0.00262%""","$16,075",72.00
Nagase & Co. Ltd.,"=""0.00261%""","$16,048","1,400.00"
Mitsubishi Logistics Corp.,"=""0.00261%""","$16,031",600.00
SKYCITY Entertainment Group Ltd.,"=""0.00261%""","$16,023","9,660.00"
Leroy Seafood Group ASA,"=""0.00259%""","$15,882","2,733.00"
Yue Yuen Industrial Holdings Ltd.,"=""0.00259%""","$15,871","10,000.00"
AMOREPACIFIC Group,"=""0.00259%""","$15,926",356.00
Iyo Bank Ltd.,"=""0.00259%""","$15,884","2,700.00"
Kokuyo Co. Ltd.,"=""0.00257%""","$15,748","1,500.00"
Nordstrom Inc.,"=""0.00257%""","$15,798","1,154.00"
Hanmi Pharm Co. Ltd.,"=""0.00256%""","$15,703",71.00
Credit Saison Co. Ltd.,"=""0.00256%""","$15,741","1,700.00"
Hanssem Co. Ltd.,"=""0.00254%""","$15,582",182.00
IDP Education Ltd.,"=""0.00253%""","$15,547","1,630.00"
Konica Minolta Inc.,"=""0.00253%""","$15,513","5,900.00"
GS Yuasa Corp.,"=""0.00251%""","$15,417","1,000.00"
Izumi Co. Ltd.,"=""0.00250%""","$15,341",400.00
Shopify Inc. Class A,"=""0.00250%""","$15,360",15.00
Toshiba TEC Corp.,"=""0.00249%""","$15,303",400.00
Grifols SA Preference Shares,"=""0.00249%""","$15,287",800.00
Santander Bank Polska SA,"=""0.00248%""","$15,195",377.00
Penta-Ocean Construction Co. Ltd.,"=""0.00247%""","$15,140","2,900.00"
Wacoal Holdings Corp.,"=""0.00246%""","$15,118",900.00
SATS Ltd.,"=""0.00244%""","$14,986","7,500.00"
NHK Spring Co. Ltd.,"=""0.00244%""","$14,990","2,700.00"
Metro AG,"=""0.00244%""","$14,997","1,636.00"
Adbri Ltd.,"=""0.00242%""","$14,882","9,390.00"
Smurfit Kappa Group plc,"=""0.00242%""","$14,875",442.00
Mabuchi Motor Co. Ltd.,"=""0.00242%""","$14,873",500.00
OSG Corp.,"=""0.00242%""","$14,857","1,100.00"
Suedzucker AG,"=""0.00241%""","$14,781",879.00
Star Entertainment Grp Ltd.,"=""0.00238%""","$14,602","7,985.00"
Dowa Holdings Co. Ltd.,"=""0.00237%""","$14,565",500.00
Fujitsu General Ltd.,"=""0.00237%""","$14,579",600.00
Chugoku Bank Ltd.,"=""0.00237%""","$14,551","1,700.00"
Hite Jinro Co. Ltd.,"=""0.00236%""","$14,473",415.00
Morinaga & Co. Ltd./Japan,"=""0.00236%""","$14,509",400.00
KAZ Minerals plc,"=""0.00235%""","$14,418","2,032.00"
CSR Ltd.,"=""0.00233%""","$14,329","5,725.00"
Nishi-Nippon Financial Holdings Inc.,"=""0.00233%""","$14,292","2,300.00"
Champion REIT,"=""0.00233%""","$14,318","27,000.00"
Furukawa Electric Co. Ltd.,"=""0.00232%""","$14,227",600.00
IOOF Holdings Ltd.,"=""0.00232%""","$14,238","4,354.00"
Svenska Handelsbanken AB Class B,"=""0.00230%""","$14,103","1,336.00"
Investec plc,"=""0.00230%""","$14,100","7,138.00"
Micro Focus International plc,"=""0.00230%""","$14,100","3,877.00"
VTech Holdings Ltd.,"=""0.00230%""","$14,107","2,600.00"
Korea Aerospace Industries Ltd.,"=""0.00229%""","$14,072",700.00
Kyudenko Corp.,"=""0.00229%""","$14,069",500.00
Fukuyama Transporting Co. Ltd.,"=""0.00226%""","$13,847",400.00
Pilot Corp.,"=""0.00225%""","$13,785",500.00
First International Bank Of Israel Ltd.,"=""0.00225%""","$13,783",609.00
UnipolSai Assicurazioni SPA,"=""0.00225%""","$13,813","5,368.00"
Virgin Money UK plc,"=""0.00223%""","$13,690","11,926.00"
CNA Financial Corp.,"=""0.00223%""","$13,686",411.00
Mivne Real Estate KD Ltd.,"=""0.00223%""","$13,672","7,035.00"
Svenska Cellulosa AB SCA Class A,"=""0.00222%""","$13,653","1,122.00"
POSCO Chemical Co. Ltd.,"=""0.00222%""","$13,643",215.00
JCDecaux SA,"=""0.00222%""","$13,618",807.00
GrandVision NV,"=""0.00220%""","$13,478",470.00
Daiichikosho Co. Ltd.,"=""0.00219%""","$13,454",500.00
77 Bank Ltd.,"=""0.00218%""","$13,393","1,000.00"
BOC Aviation Ltd.,"=""0.00217%""","$13,295","2,300.00"
WiseTech Global Ltd.,"=""0.00216%""","$13,239",894.00
Samsonite International SA,"=""0.00215%""","$13,190","14,100.00"
Amano Corp.,"=""0.00214%""","$13,142",700.00
SEB SA (loyalty line 2021) NEW,"=""0.00213%""","$13,088",79.00
United Energy Group Ltd.,"=""0.00212%""","$12,985","74,000.00"
Fuchs Petrolub Se,"=""0.00212%""","$12,997",379.00
Ube Industries Ltd.,"=""0.00211%""","$12,961",800.00
Alony Hetz Properties & Investments Ltd.,"=""0.00211%""","$12,949","1,211.00"
Ushio Inc.,"=""0.00209%""","$12,838","1,100.00"
Imerys SA,"=""0.00208%""","$12,769",347.00
DMG Mori Co. Ltd.,"=""0.00208%""","$12,746","1,200.00"
Acom Co. Ltd.,"=""0.00206%""","$12,632","3,600.00"
Rocket Internet SE,"=""0.00206%""","$12,669",588.00
Electricite de France SA,"=""0.00204%""","$12,547","1,241.00"
easyJet plc,"=""0.00203%""","$12,442","1,922.00"
Ascott Residence Trust,"=""0.00203%""","$12,466","19,100.00"
Zeon Corp.,"=""0.00202%""","$12,418","1,300.00"
DeNA Co. Ltd.,"=""0.00202%""","$12,391","1,100.00"
SMS Co. Ltd.,"=""0.00201%""","$12,357",500.00
Dah Sing Banking Group Ltd.,"=""0.00200%""","$12,284","13,600.00"
Nufarm Ltd./Australia,"=""0.00199%""","$12,204","4,233.00"
S-1 Corp.,"=""0.00199%""","$12,230",161.00
Coty Inc. Class A,"=""0.00198%""","$12,147","3,274.00"
Paz Oil Co. Ltd.,"=""0.00197%""","$12,115",153.00
Grupa Lotos SA,"=""0.00197%""","$12,100",930.00
Edf Common Stock,"=""0.00197%""","$12,082","1,195.00"
Shikoku Electric Power Co. Inc.,"=""0.00197%""","$12,087","1,800.00"
LG Electronics Inc. Preference Shares,"=""0.00196%""","$12,012",532.00
International Consolidated Airlines Group SA (London Shares),"=""0.00194%""","$11,904","5,505.00"
Vocus Group Ltd.,"=""0.00194%""","$11,882","5,733.00"
SKY Perfect JSAT Holdings Inc.,"=""0.00191%""","$11,743","3,200.00"
OBIC Business Consultants Co. Ltd.,"=""0.00191%""","$11,709",200.00
SKC Co. Ltd.,"=""0.00190%""","$11,675",199.00
Kaneka Corp.,"=""0.00190%""","$11,681",500.00
Hokuhoku Financial Group Inc.,"=""0.00190%""","$11,652","1,400.00"
Samsung Card Co. Ltd.,"=""0.00190%""","$11,639",490.00
Sims Ltd.,"=""0.00188%""","$11,545","2,025.00"
Shochiku Co. Ltd.,"=""0.00183%""","$11,236",100.00
Fuyo General Lease Co. Ltd.,"=""0.00183%""","$11,236",200.00
Daido Steel Co. Ltd.,"=""0.00182%""","$11,202",400.00
NongShim Co. Ltd.,"=""0.00182%""","$11,150",36.00
H.U. Group Holdings Inc.,"=""0.00182%""","$11,170",500.00
Helixmith Co. Ltd.,"=""0.00180%""","$11,034",243.00
Washington H Soul Pattinson & Co. Ltd.,"=""0.00179%""","$10,964",782.00
Maeda Corp.,"=""0.00177%""","$10,835","1,600.00"
Perpetual Ltd.,"=""0.00177%""","$10,854",499.00
Itoham Yonekyu Holdings Inc.,"=""0.00176%""","$10,811","1,800.00"
Vienna Insurance Group AG Wiener Versicherung Gruppe,"=""0.00175%""","$10,760",484.00
Kiwi Property Group Ltd.,"=""0.00174%""","$10,660","14,956.00"
Fuji Oil Holdings Inc.,"=""0.00173%""","$10,623",400.00
Takashimaya Co. Ltd.,"=""0.00173%""","$10,593","1,600.00"
Oci Nv,"=""0.00172%""","$10,547",891.00
Mitsui Mining & Smelting Co. Ltd.,"=""0.00170%""","$10,446",500.00
NS Solutions Corp.,"=""0.00170%""","$10,427",400.00
1&1 Drillisch AG,"=""0.00169%""","$10,367",390.00
Whitehaven Coal Ltd.,"=""0.00168%""","$10,323","10,393.00"
Chow Tai Fook Jewellery Group Ltd.,"=""0.00168%""","$10,343","9,600.00"
Sapporo Holdings Ltd.,"=""0.00167%""","$10,277",600.00
GS Retail Co. Ltd.,"=""0.00167%""","$10,235",355.00
Airport City Ltd.,"=""0.00167%""","$10,238",901.00
Ninety One plc,"=""0.00166%""","$10,212","3,569.00"
Traton SE,"=""0.00165%""","$10,104",531.00
Aker ASA,"=""0.00165%""","$10,156",241.00
NWS Holdings Ltd.,"=""0.00164%""","$10,064","13,000.00"
Babcock International Group plc,"=""0.00164%""","$10,084","2,664.00"
TS Tech Co. Ltd.,"=""0.00164%""","$10,090",400.00
L'Occitane International SA,"=""0.00164%""","$10,080","6,000.00"
Nippon Paper Industries Co. Ltd.,"=""0.00163%""","$10,033",800.00
Buzzi Unicem SPA,"=""0.00163%""","$9,984",776.00
Sankyo Co. Ltd.,"=""0.00163%""","$9,976",400.00
Kobe Steel Ltd.,"=""0.00161%""","$9,910","3,100.00"
Fujikura Ltd.,"=""0.00161%""","$9,904","3,700.00"
Salvatore Ferragamo SPA,"=""0.00161%""","$9,886",734.00
Platinum Asset Management Ltd.,"=""0.00160%""","$9,806","3,666.00"
Amot Investments Ltd.,"=""0.00158%""","$9,708","2,014.00"
Hitachi Capital Corp.,"=""0.00156%""","$9,560",400.00
NTN Corp.,"=""0.00154%""","$9,468","5,500.00"
Electrolux Professional AB Class B,"=""0.00154%""","$9,452","2,413.00"
Electricite de France SA,"=""0.00154%""","$9,433",933.00
Kumho Petrochemical Co. Ltd.,"=""0.00153%""","$9,373",132.00
AIB Group plc,"=""0.00153%""","$9,391","7,513.00"
Canon Marketing Japan Inc.,"=""0.00153%""","$9,420",500.00
Shikun & Binui Ltd.,"=""0.00152%""","$9,359","2,069.00"
Autobacs Seven Co. Ltd.,"=""0.00151%""","$9,292",800.00
Hyundai Motor Co. 2nd Preference Shares,"=""0.00150%""","$9,235",159.00
Air France-KLM,"=""0.00150%""","$9,238","2,239.00"
Maeda Road Construction Co. Ltd.,"=""0.00148%""","$9,094",500.00
Kawasaki Kisen Kaisha Ltd.,"=""0.00148%""","$9,070","1,000.00"
Megmilk Snow Brand Co. Ltd.,"=""0.00147%""","$9,004",400.00
AEON Financial Service Co. Ltd.,"=""0.00147%""","$9,000","1,200.00"
Nissan Shatai Co. Ltd.,"=""0.00146%""","$8,944","1,200.00"
Ottogi Corp.,"=""0.00145%""","$8,899",19.00
Cheil Worldwide Inc.,"=""0.00145%""","$8,912",553.00
